,timestamp,station,district,freeway,direction,laneType,length,numSamples,percentObs,flow,occupancy,speed
362650,04/05/2018 07:50:00,401211,4,80,W,ML,0.355,60,100,420.0,0.1118,40.7
362904,04/05/2018 07:50:00,401698,4,80,W,ML,0.62,50,0,1346.0,0.2981,30.8
364400,04/05/2018 07:50:00,405602,4,80,W,ML,0.385,50,100,488.0,0.1288,46.9
366501,04/05/2018 07:55:00,401211,4,80,W,ML,0.355,60,100,429.0,0.1117,38.7
366755,04/05/2018 07:55:00,401698,4,80,W,ML,0.62,50,0,1361.0,0.2825,29.5
368251,04/05/2018 07:55:00,405602,4,80,W,ML,0.385,50,100,559.0,0.129,46.2
370352,04/05/2018 08:00:00,401211,4,80,W,ML,0.355,60,100,603.0,0.1054,43.1
370606,04/05/2018 08:00:00,401698,4,80,W,ML,0.62,50,0,1492.0,0.2421,33.6
372102,04/05/2018 08:00:00,405602,4,80,W,ML,0.385,50,100,572.0,0.1256,46.7
374203,04/05/2018 08:05:00,401211,4,80,W,ML,0.355,60,100,547.0,0.1336,41.3
374457,04/05/2018 08:05:00,401698,4,80,W,ML,0.62,50,0,1499.0,0.3469,31.4
375953,04/05/2018 08:05:00,405602,4,80,W,ML,0.385,50,100,559.0,0.1428,44.6
378054,04/05/2018 08:10:00,401211,4,80,W,ML,0.355,60,100,587.0,0.1303,41.0
378308,04/05/2018 08:10:00,401698,4,80,W,ML,0.62,50,0,1451.0,0.3176,30.4
379804,04/05/2018 08:10:00,405602,4,80,W,ML,0.385,50,100,592.0,0.1354,45.3
381905,04/05/2018 08:15:00,401211,4,80,W,ML,0.355,60,100,630.0,0.1503,39.8
382159,04/05/2018 08:15:00,401698,4,80,W,ML,0.62,50,0,1483.0,0.3853,29.3
383655,04/05/2018 08:15:00,405602,4,80,W,ML,0.385,50,100,537.0,0.1505,41.8
385756,04/05/2018 08:20:00,401211,4,80,W,ML,0.355,60,100,370.0,0.0715,42.7
386010,04/05/2018 08:20:00,401698,4,80,W,ML,0.62,50,0,1259.0,0.1845,34.1
387506,04/05/2018 08:20:00,405602,4,80,W,ML,0.385,50,100,521.0,0.124,43.2
389607,04/05/2018 08:25:00,401211,4,80,W,ML,0.355,60,100,413.0,0.1027,40.8
389861,04/05/2018 08:25:00,401698,4,80,W,ML,0.62,50,0,1367.0,0.2761,31.4
391357,04/05/2018 08:25:00,405602,4,80,W,ML,0.385,50,100,622.0,0.1595,42.8
393458,04/05/2018 08:30:00,401211,4,80,W,ML,0.355,60,100,577.0,0.1532,39.6
393712,04/05/2018 08:30:00,401698,4,80,W,ML,0.62,50,0,1464.0,0.4254,28.8
395208,04/05/2018 08:30:00,405602,4,80,W,ML,0.385,50,100,592.0,0.1812,40.3
397309,04/05/2018 08:35:00,401211,4,80,W,ML,0.355,60,100,414.0,0.0855,41.3
397563,04/05/2018 08:35:00,401698,4,80,W,ML,0.62,50,0,1377.0,0.2244,29.1
399059,04/05/2018 08:35:00,405602,4,80,W,ML,0.385,50,100,576.0,0.1598,39.9
401160,04/05/2018 08:40:00,401211,4,80,W,ML,0.355,60,100,338.0,0.0771,39.9
401414,04/05/2018 08:40:00,401698,4,80,W,ML,0.62,50,0,1180.0,0.1982,27.8
402910,04/05/2018 08:40:00,405602,4,80,W,ML,0.385,50,100,630.0,0.142,43.1
405011,04/05/2018 08:45:00,401211,4,80,W,ML,0.355,60,100,614.0,0.127,41.7
405265,04/05/2018 08:45:00,401698,4,80,W,ML,0.62,50,0,1478.0,0.3324,29.6
406761,04/05/2018 08:45:00,405602,4,80,W,ML,0.385,50,100,616.0,0.1577,42.5
408862,04/05/2018 08:50:00,401211,4,80,W,ML,0.355,60,100,544.0,0.1217,41.5
409116,04/05/2018 08:50:00,401698,4,80,W,ML,0.62,50,0,1458.0,0.3308,31.7
410612,04/05/2018 08:50:00,405602,4,80,W,ML,0.385,50,100,548.0,0.1421,42.4
412713,04/05/2018 08:55:00,401211,4,80,W,ML,0.355,60,100,485.0,0.1153,40.8
412967,04/05/2018 08:55:00,401698,4,80,W,ML,0.62,50,0,1471.0,0.3109,28.9
414463,04/05/2018 08:55:00,405602,4,80,W,ML,0.385,50,100,492.0,0.1255,42.1
416564,04/05/2018 09:00:00,401211,4,80,W,ML,0.355,60,100,535.0,0.105,42.5
416818,04/05/2018 09:00:00,401698,4,80,W,ML,0.62,50,0,1494.0,0.2806,31.2
418314,04/05/2018 09:00:00,405602,4,80,W,ML,0.385,50,100,537.0,0.1165,45.3
420415,04/05/2018 09:05:00,401211,4,80,W,ML,0.355,60,100,374.0,0.0615,46.7
420669,04/05/2018 09:05:00,401698,4,80,W,ML,0.62,50,0,1233.0,0.1616,35.4
422165,04/05/2018 09:05:00,405602,4,80,W,ML,0.385,50,100,386.0,0.0656,53.2
424266,04/05/2018 09:10:00,401211,4,80,W,ML,0.355,60,100,461.0,0.0634,53.4
424520,04/05/2018 09:10:00,401698,4,80,W,ML,0.62,50,0,1359.0,0.1611,42.3
426016,04/05/2018 09:10:00,405602,4,80,W,ML,0.385,50,100,398.0,0.0667,57.7
428117,04/05/2018 09:15:00,401211,4,80,W,ML,0.355,60,100,566.0,0.0763,57.6
428371,04/05/2018 09:15:00,401698,4,80,W,ML,0.62,50,0,1480.0,0.2051,47.3
429867,04/05/2018 09:15:00,405602,4,80,W,ML,0.385,50,100,609.0,0.1036,59.4
431968,04/05/2018 09:20:00,401211,4,80,W,ML,0.355,60,100,409.0,0.0606,56.4
432222,04/05/2018 09:20:00,401698,4,80,W,ML,0.62,50,0,1348.0,0.1568,47.0
433718,04/05/2018 09:20:00,405602,4,80,W,ML,0.385,50,100,325.0,0.0765,52.6
435819,04/05/2018 09:25:00,401211,4,80,W,ML,0.355,60,100,470.0,0.0745,54.5
436073,04/05/2018 09:25:00,401698,4,80,W,ML,0.62,50,0,1343.0,0.1954,44.3
437569,04/05/2018 09:25:00,405602,4,80,W,ML,0.385,50,100,471.0,0.1186,47.9
439670,04/05/2018 09:30:00,401211,4,80,W,ML,0.355,60,100,442.0,0.0766,52.5
439924,04/05/2018 09:30:00,401698,4,80,W,ML,0.62,50,0,1363.0,0.2007,41.9
441420,04/05/2018 09:30:00,405602,4,80,W,ML,0.385,50,100,612.0,0.1293,49.2
443521,04/05/2018 09:35:00,401211,4,80,W,ML,0.355,60,100,547.0,0.0794,54.5
443775,04/05/2018 09:35:00,401698,4,80,W,ML,0.62,50,0,1477.0,0.201,45.0
445271,04/05/2018 09:35:00,405602,4,80,W,ML,0.385,50,100,439.0,0.0958,49.2
447372,04/05/2018 09:40:00,401211,4,80,W,ML,0.355,60,100,595.0,0.0824,57.2
447626,04/05/2018 09:40:00,401698,4,80,W,ML,0.62,50,0,1500.0,0.2204,47.0
449122,04/05/2018 09:40:00,405602,4,80,W,ML,0.385,50,100,596.0,0.1104,52.8
451223,04/05/2018 09:45:00,401211,4,80,W,ML,0.355,60,100,564.0,0.0811,57.5
451477,04/05/2018 09:45:00,401698,4,80,W,ML,0.62,50,0,1467.0,0.2171,48.1
452973,04/05/2018 09:45:00,405602,4,80,W,ML,0.385,50,100,574.0,0.1079,54.4
455074,04/05/2018 09:50:00,401211,4,80,W,ML,0.355,60,100,492.0,0.0691,58.3
455328,04/05/2018 09:50:00,401698,4,80,W,ML,0.62,50,0,1443.0,0.1631,48.5
456824,04/05/2018 09:50:00,405602,4,80,W,ML,0.385,50,100,611.0,0.1324,51.6
458925,04/05/2018 09:55:00,401211,4,80,W,ML,0.355,60,100,479.0,0.0718,56.9
459179,04/05/2018 09:55:00,401698,4,80,W,ML,0.62,50,0,1421.0,0.1823,46.8
460675,04/05/2018 09:55:00,405602,4,80,W,ML,0.385,50,100,612.0,0.1202,52.6
462776,04/05/2018 10:00:00,401211,4,80,W,ML,0.355,60,100,460.0,0.0657,58.0
463030,04/05/2018 10:00:00,401698,4,80,W,ML,0.62,50,0,1353.0,0.1595,46.8
464526,04/05/2018 10:00:00,405602,4,80,W,ML,0.385,50,100,586.0,0.1125,53.6
466627,04/05/2018 10:05:00,401211,4,80,W,ML,0.355,48,100,659.0,0.0985,56.0
466881,04/05/2018 10:05:00,401698,4,80,W,ML,0.62,40,0,1500.0,0.2715,45.7
468377,04/05/2018 10:05:00,405602,4,80,W,ML,0.385,40,100,627.0,0.129,52.2
470478,04/05/2018 10:10:00,401211,4,80,W,ML,0.355,60,100,564.0,0.0849,56.1
470732,04/05/2018 10:10:00,401698,4,80,W,ML,0.62,50,0,1473.0,0.2133,44.9
472228,04/05/2018 10:10:00,405602,4,80,W,ML,0.385,50,100,619.0,0.1132,54.9
474329,04/05/2018 10:15:00,401211,4,80,W,ML,0.355,60,100,529.0,0.0922,52.6
474583,04/05/2018 10:15:00,401698,4,80,W,ML,0.62,50,0,1470.0,0.2465,42.8
476079,04/05/2018 10:15:00,405602,4,80,W,ML,0.385,50,100,617.0,0.1029,58.7
478180,04/05/2018 10:20:00,401211,4,80,W,ML,0.355,60,100,639.0,0.1176,50.4
478434,04/05/2018 10:20:00,401698,4,80,W,ML,0.62,50,0,1249.0,0.2802,36.6
479930,04/05/2018 10:20:00,405602,4,80,W,ML,0.385,50,100,571.0,0.0968,60.5
482031,04/05/2018 10:25:00,401211,4,80,W,ML,0.355,60,100,395.0,0.0788,47.7
482285,04/05/2018 10:25:00,401698,4,80,W,ML,0.62,50,0,1213.0,0.1904,35.9
483781,04/05/2018 10:25:00,405602,4,80,W,ML,0.385,50,100,477.0,0.1522,47.0
485882,04/05/2018 10:30:00,401211,4,80,W,ML,0.355,6,100,330.0,0.0568,49.1
486136,04/05/2018 10:30:00,401698,4,80,W,ML,0.62,5,0,1055.0,0.12,37.9
487632,04/05/2018 10:30:00,405602,4,80,W,ML,0.385,10,100,380.0,0.3776,31.1
489733,04/05/2018 10:35:00,401211,4,80,W,ML,0.355,0,0,489.0,0.1829,28.7
489987,04/05/2018 10:35:00,401698,4,80,W,ML,0.62,0,0,407.0,0.0666,62.5
491483,04/05/2018 10:35:00,405602,4,80,W,ML,0.385,0,0,447.0,0.18600000000000003,26.8
493584,04/05/2018 10:40:00,401211,4,80,W,ML,0.355,0,0,486.0,0.1939,27.1
493838,04/05/2018 10:40:00,401698,4,80,W,ML,0.62,0,0,403.0,0.065,63.0
495334,04/05/2018 10:40:00,405602,4,80,W,ML,0.385,0,0,485.0,0.201,26.6
497435,04/05/2018 10:45:00,401211,4,80,W,ML,0.355,0,0,359.0,0.1728,25.6
497689,04/05/2018 10:45:00,401698,4,80,W,ML,0.62,0,0,419.0,0.0667,62.9
499185,04/05/2018 10:45:00,405602,4,80,W,ML,0.385,0,0,396.0,0.2176,26.0
501286,04/05/2018 10:50:00,401211,4,80,W,ML,0.355,0,0,502.0,0.1955,26.4
501540,04/05/2018 10:50:00,401698,4,80,W,ML,0.62,0,0,406.0,0.0666,62.3
503036,04/05/2018 10:50:00,405602,4,80,W,ML,0.385,0,0,451.0,0.2139,25.6
505137,04/05/2018 10:55:00,401211,4,80,W,ML,0.355,0,0,460.0,0.1826,26.2
505391,04/05/2018 10:55:00,401698,4,80,W,ML,0.62,0,0,397.0,0.066,62.3
506887,04/05/2018 10:55:00,405602,4,80,W,ML,0.385,0,0,500.0,0.2331,25.1
508988,04/05/2018 11:00:00,401211,4,80,W,ML,0.355,0,0,404.0,0.2008,24.2
509242,04/05/2018 11:00:00,401698,4,80,W,ML,0.62,0,0,394.0,0.0635,62.5
510738,04/05/2018 11:00:00,405602,4,80,W,ML,0.385,0,0,394.0,0.1904,24.3
512839,04/05/2018 11:05:00,401211,4,80,W,ML,0.355,0,0,450.0,0.1894,24.1
513093,04/05/2018 11:05:00,401698,4,80,W,ML,0.62,0,0,399.0,0.0643,62.4
514589,04/05/2018 11:05:00,405602,4,80,W,ML,0.385,0,0,481.0,0.2186,23.5
516690,04/05/2018 11:10:00,401211,4,80,W,ML,0.355,48,100,527.0,0.1288,35.4
516944,04/05/2018 11:10:00,401698,4,80,W,ML,0.62,40,0,1432.0,0.3265,23.8
518440,04/05/2018 11:10:00,405602,4,80,W,ML,0.385,35,100,490.0,0.14400000000000002,35.7
520541,04/05/2018 11:15:00,401211,4,80,W,ML,0.355,60,100,507.0,0.1742,33.0
520795,04/05/2018 11:15:00,401698,4,80,W,ML,0.62,50,0,1282.0,0.4243,25.0
522291,04/05/2018 11:15:00,405602,4,80,W,ML,0.385,15,100,390.0,0.1206,34.8
524392,04/05/2018 11:20:00,401211,4,80,W,ML,0.355,60,100,520.0,0.1929,29.9
524646,04/05/2018 11:20:00,401698,4,80,W,ML,0.62,50,0,1458.0,0.4355,23.2
526142,04/05/2018 11:20:00,405602,4,80,W,ML,0.385,0,0,405.0,0.1485,38.1
528243,04/05/2018 11:25:00,401211,4,80,W,ML,0.355,60,100,361.0,0.1194,29.1
528497,04/05/2018 11:25:00,401698,4,80,W,ML,0.62,50,0,1235.0,0.2817,23.2
529993,04/05/2018 11:25:00,405602,4,80,W,ML,0.385,0,0,326.0,0.1088,38.0
532094,04/05/2018 11:30:00,401211,4,80,W,ML,0.355,60,100,480.0,0.1738,29.1
532348,04/05/2018 11:30:00,401698,4,80,W,ML,0.62,50,0,1453.0,0.3682,23.5
533844,04/05/2018 11:30:00,405602,4,80,W,ML,0.385,0,0,410.0,0.1444,37.8
535945,04/05/2018 11:35:00,401211,4,80,W,ML,0.355,60,100,604.0,0.2259,27.5
536199,04/05/2018 11:35:00,401698,4,80,W,ML,0.62,50,0,1475.0,0.4592,23.3
537695,04/05/2018 11:35:00,405602,4,80,W,ML,0.385,15,100,200.0,0.0621,71.5
539796,04/05/2018 11:40:00,401211,4,80,W,ML,0.355,60,100,457.0,0.1942,25.9
540050,04/05/2018 11:40:00,401698,4,80,W,ML,0.62,50,0,1426.0,0.3962,19.7
541546,04/05/2018 11:40:00,405602,4,80,W,ML,0.385,50,100,558.0,0.2583,47.3
543647,04/05/2018 11:45:00,401211,4,80,W,ML,0.355,60,100,499.0,0.2386,23.9
543901,04/05/2018 11:45:00,401698,4,80,W,ML,0.62,50,0,1468.0,0.4827,16.4
545397,04/05/2018 11:45:00,405602,4,80,W,ML,0.385,50,100,557.0,0.2367,37.2
547498,04/05/2018 11:50:00,401211,4,80,W,ML,0.355,60,100,498.0,0.2311,21.2
547752,04/05/2018 11:50:00,401698,4,80,W,ML,0.62,50,0,1464.0,0.4771,16.0
549248,04/05/2018 11:50:00,405602,4,80,W,ML,0.385,50,100,417.0,0.223,29.5
551349,04/05/2018 11:55:00,401211,4,80,W,ML,0.355,60,100,541.0,0.2606,21.2
551603,04/05/2018 11:55:00,401698,4,80,W,ML,0.62,50,0,1426.0,0.5594,15.0
553099,04/05/2018 11:55:00,405602,4,80,W,ML,0.385,50,100,545.0,0.2964,24.6
555200,04/05/2018 12:00:00,401211,4,80,W,ML,0.355,60,100,465.0,0.1803,23.5
555454,04/05/2018 12:00:00,401698,4,80,W,ML,0.62,50,0,1466.0,0.4222,17.4
556950,04/05/2018 12:00:00,405602,4,80,W,ML,0.385,50,100,466.0,0.2391,23.8
559051,04/05/2018 12:05:00,401211,4,80,W,ML,0.355,60,100,558.0,0.2356,23.2
559305,04/05/2018 12:05:00,401698,4,80,W,ML,0.62,50,0,1414.0,0.5192,17.2
560801,04/05/2018 12:05:00,405602,4,80,W,ML,0.385,50,100,493.0,0.2013,25.0
562902,04/05/2018 12:10:00,401211,4,80,W,ML,0.355,60,100,516.0,0.1983,25.2
563156,04/05/2018 12:10:00,401698,4,80,W,ML,0.62,50,0,1399.0,0.467,16.9
564652,04/05/2018 12:10:00,405602,4,80,W,ML,0.385,50,100,425.0,0.214,23.6
566753,04/05/2018 12:15:00,401211,4,80,W,ML,0.355,60,100,400.0,0.1682,24.9
567007,04/05/2018 12:15:00,401698,4,80,W,ML,0.62,50,0,1309.0,0.4153,17.6
568503,04/05/2018 12:15:00,405602,4,80,W,ML,0.385,50,100,451.0,0.1783,25.4
570604,04/05/2018 12:20:00,401211,4,80,W,ML,0.355,60,100,485.0,0.2387,23.2
570858,04/05/2018 12:20:00,401698,4,80,W,ML,0.62,50,0,1444.0,0.4957,16.2
572354,04/05/2018 12:20:00,405602,4,80,W,ML,0.385,50,100,577.0,0.2216,26.5
574455,04/05/2018 12:25:00,401211,4,80,W,ML,0.355,60,100,358.0,0.1407,23.8
574709,04/05/2018 12:25:00,401698,4,80,W,ML,0.62,50,0,1190.0,0.3106,16.9
576205,04/05/2018 12:25:00,405602,4,80,W,ML,0.385,50,100,488.0,0.23399999999999999,25.2
578306,04/05/2018 12:30:00,401211,4,80,W,ML,0.355,60,100,405.0,0.1522,24.1
578560,04/05/2018 12:30:00,401698,4,80,W,ML,0.62,50,0,1380.0,0.3109,18.3
580056,04/05/2018 12:30:00,405602,4,80,W,ML,0.385,50,100,383.0,0.179,24.3
582157,04/05/2018 12:35:00,401211,4,80,W,ML,0.355,60,100,586.0,0.2019,26.7
582411,04/05/2018 12:35:00,401698,4,80,W,ML,0.62,50,0,1459.0,0.5037,18.7
583907,04/05/2018 12:35:00,405602,4,80,W,ML,0.385,50,100,508.0,0.1851,27.3
586008,04/05/2018 12:40:00,401211,4,80,W,ML,0.355,60,100,505.0,0.1899,26.8
586262,04/05/2018 12:40:00,401698,4,80,W,ML,0.62,50,0,1465.0,0.4239,19.0
587758,04/05/2018 12:40:00,405602,4,80,W,ML,0.385,50,100,486.0,0.1895,28.2
589859,04/05/2018 12:45:00,401211,4,80,W,ML,0.355,60,100,522.0,0.1607,27.3
590113,04/05/2018 12:45:00,401698,4,80,W,ML,0.62,50,0,1419.0,0.3824,20.2
591609,04/05/2018 12:45:00,405602,4,80,W,ML,0.385,50,100,414.0,0.1229,31.6
593710,04/05/2018 12:50:00,401211,4,80,W,ML,0.355,60,100,450.0,0.1211,31.5
593964,04/05/2018 12:50:00,401698,4,80,W,ML,0.62,50,0,1451.0,0.3118,21.7
595460,04/05/2018 12:50:00,405602,4,80,W,ML,0.385,50,100,482.0,0.1925,30.1
597561,04/05/2018 12:55:00,401211,4,80,W,ML,0.355,60,100,440.0,0.1451,30.3
597815,04/05/2018 12:55:00,401698,4,80,W,ML,0.62,50,0,1365.0,0.3427,19.7
599311,04/05/2018 12:55:00,405602,4,80,W,ML,0.385,50,100,368.0,0.1398,29.8
601412,04/05/2018 13:00:00,401211,4,80,W,ML,0.355,60,100,402.0,0.1267,31.8
601666,04/05/2018 13:00:00,401698,4,80,W,ML,0.62,50,0,1292.0,0.3347,19.2
603162,04/05/2018 13:00:00,405602,4,80,W,ML,0.385,50,100,509.0,0.1731,30.8
605263,04/05/2018 13:05:00,401211,4,80,W,ML,0.355,60,100,469.0,0.1261,32.5
605517,04/05/2018 13:05:00,401698,4,80,W,ML,0.62,50,0,1454.0,0.3178,20.9
607013,04/05/2018 13:05:00,405602,4,80,W,ML,0.385,50,100,512.0,0.1539,33.2
609114,04/05/2018 13:10:00,401211,4,80,W,ML,0.355,0,0,603.0,0.1291,46.5
609368,04/05/2018 13:10:00,401698,4,80,W,ML,0.62,5,0,383.0,0.0556,66.0
610864,04/05/2018 13:10:00,405602,4,80,W,ML,0.385,5,100,660.0,0.2135,33.0
612965,04/05/2018 13:15:00,401211,4,80,W,ML,0.355,0,0,436.0,0.1555,27.7
613219,04/05/2018 13:15:00,401698,4,80,W,ML,0.62,0,0,465.0,0.0741,62.6
614715,04/05/2018 13:15:00,405602,4,80,W,ML,0.385,0,0,462.0,0.1699,29.9
616816,04/05/2018 13:20:00,401211,4,80,W,ML,0.355,0,0,471.0,0.1732,27.9
617070,04/05/2018 13:20:00,401698,4,80,W,ML,0.62,0,0,461.0,0.0744,62.7
618566,04/05/2018 13:20:00,405602,4,80,W,ML,0.385,0,0,506.0,0.1909,30.1
620667,04/05/2018 13:25:00,401211,4,80,W,ML,0.355,0,0,439.0,0.1674,26.8
620921,04/05/2018 13:25:00,401698,4,80,W,ML,0.62,0,0,457.0,0.0742,63.1
622417,04/05/2018 13:25:00,405602,4,80,W,ML,0.385,0,0,481.0,0.1724,29.8
624518,04/05/2018 13:30:00,401211,4,80,W,ML,0.355,0,0,500.0,0.1649,28.5
624772,04/05/2018 13:30:00,401698,4,80,W,ML,0.62,0,0,465.0,0.0737,63.0
626268,04/05/2018 13:30:00,405602,4,80,W,ML,0.385,0,0,474.0,0.191,29.9
628369,04/05/2018 13:35:00,401211,4,80,W,ML,0.355,0,0,487.0,0.1592,29.2
628623,04/05/2018 13:35:00,401698,4,80,W,ML,0.62,0,0,473.0,0.0744,63.0
630119,04/05/2018 13:35:00,405602,4,80,W,ML,0.385,0,0,533.0,0.1805,29.6
632220,04/05/2018 13:40:00,401211,4,80,W,ML,0.355,0,0,440.0,0.1858,27.1
632474,04/05/2018 13:40:00,401698,4,80,W,ML,0.62,0,0,480.0,0.0767,62.9
633970,04/05/2018 13:40:00,405602,4,80,W,ML,0.385,0,0,507.0,0.1885,29.4
636071,04/05/2018 13:45:00,401211,4,80,W,ML,0.355,0,0,491.0,0.1675,27.7
636325,04/05/2018 13:45:00,401698,4,80,W,ML,0.62,0,0,494.0,0.0791,62.9
637821,04/05/2018 13:45:00,405602,4,80,W,ML,0.385,0,0,507.0,0.1993,29.9
639922,04/05/2018 13:50:00,401211,4,80,W,ML,0.355,30,100,572.0,0.2341,23.4
640176,04/05/2018 13:50:00,401698,4,80,W,ML,0.62,20,0,1378.0,0.5101,16.9
641672,04/05/2018 13:50:00,405602,4,80,W,ML,0.385,20,100,531.0,0.2288,26.7
643773,04/05/2018 13:55:00,401211,4,80,W,ML,0.355,60,100,511.0,0.2183,23.7
644027,04/05/2018 13:55:00,401698,4,80,W,ML,0.62,50,0,1481.0,0.4177,16.6
645523,04/05/2018 13:55:00,405602,4,80,W,ML,0.385,50,100,527.0,0.2116,27.6
647624,04/05/2018 14:00:00,401211,4,80,W,ML,0.355,60,100,520.0,0.1898,25.2
647878,04/05/2018 14:00:00,401698,4,80,W,ML,0.62,50,0,1384.0,0.4492,16.0
649374,04/05/2018 14:00:00,405602,4,80,W,ML,0.385,50,100,435.0,0.179,27.8
651475,04/05/2018 14:05:00,401211,4,80,W,ML,0.355,60,100,531.0,0.1761,27.0
651729,04/05/2018 14:05:00,401698,4,80,W,ML,0.62,50,0,1430.0,0.439,16.4
653225,04/05/2018 14:05:00,405602,4,80,W,ML,0.385,50,100,484.0,0.2069,27.0
655326,04/05/2018 14:10:00,401211,4,80,W,ML,0.355,60,100,523.0,0.1862,25.8
655580,04/05/2018 14:10:00,401698,4,80,W,ML,0.62,50,0,1409.0,0.4316,16.3
657076,04/05/2018 14:10:00,405602,4,80,W,ML,0.385,50,100,449.0,0.1626,29.5
659177,04/05/2018 14:15:00,401211,4,80,W,ML,0.355,60,100,488.0,0.192,26.2
659431,04/05/2018 14:15:00,401698,4,80,W,ML,0.62,50,0,1456.0,0.4753,17.2
660927,04/05/2018 14:15:00,405602,4,80,W,ML,0.385,50,100,504.0,0.1905,29.0
663028,04/05/2018 14:20:00,401211,4,80,W,ML,0.355,60,100,587.0,0.222,26.2
663282,04/05/2018 14:20:00,401698,4,80,W,ML,0.62,50,0,1500.0,0.5258,16.1
664778,04/05/2018 14:20:00,405602,4,80,W,ML,0.385,50,100,474.0,0.212,27.6
666879,04/05/2018 14:25:00,401211,4,80,W,ML,0.355,60,100,516.0,0.19399999999999998,24.9
667133,04/05/2018 14:25:00,401698,4,80,W,ML,0.62,50,0,1471.0,0.4122,16.5
668629,04/05/2018 14:25:00,405602,4,80,W,ML,0.385,50,100,562.0,0.2114,28.2
670730,04/05/2018 14:30:00,401211,4,80,W,ML,0.355,60,100,508.0,0.2011,24.6
670984,04/05/2018 14:30:00,401698,4,80,W,ML,0.62,50,0,1470.0,0.4656,15.9
672480,04/05/2018 14:30:00,405602,4,80,W,ML,0.385,50,100,525.0,0.2266,26.9
674581,04/05/2018 14:35:00,401211,4,80,W,ML,0.355,60,100,402.0,0.2205,23.5
674835,04/05/2018 14:35:00,401698,4,80,W,ML,0.62,50,0,1209.0,0.5392,12.3
676331,04/05/2018 14:35:00,405602,4,80,W,ML,0.385,50,100,493.0,0.2111,26.6
678432,04/05/2018 14:40:00,401211,4,80,W,ML,0.355,60,100,413.0,0.2773,18.0
678686,04/05/2018 14:40:00,401698,4,80,W,ML,0.62,50,0,1294.0,0.5928,11.2
680182,04/05/2018 14:40:00,405602,4,80,W,ML,0.385,50,100,400.0,0.2542,23.3
682283,04/05/2018 14:45:00,401211,4,80,W,ML,0.355,60,100,485.0,0.2502,18.9
682537,04/05/2018 14:45:00,401698,4,80,W,ML,0.62,50,0,1414.0,0.4667,11.4
684033,04/05/2018 14:45:00,405602,4,80,W,ML,0.385,50,100,412.0,0.3126,19.8
686134,04/05/2018 14:50:00,401211,4,80,W,ML,0.355,60,100,409.0,0.2269,18.3
686388,04/05/2018 14:50:00,401698,4,80,W,ML,0.62,50,0,1329.0,0.423,11.5
687884,04/05/2018 14:50:00,405602,4,80,W,ML,0.385,50,100,459.0,0.266,21.2
689985,04/05/2018 14:55:00,401211,4,80,W,ML,0.355,60,100,563.0,0.243,19.2
690239,04/05/2018 14:55:00,401698,4,80,W,ML,0.62,50,0,1460.0,0.5388,12.2
691735,04/05/2018 14:55:00,405602,4,80,W,ML,0.385,50,100,514.0,0.2863,21.2
693836,04/05/2018 15:00:00,401211,4,80,W,ML,0.355,60,100,441.0,0.1932,21.8
694090,04/05/2018 15:00:00,401698,4,80,W,ML,0.62,50,0,1410.0,0.4628,13.2
695586,04/05/2018 15:00:00,405602,4,80,W,ML,0.385,50,100,554.0,0.2417,23.0
697687,04/05/2018 15:05:00,401211,4,80,W,ML,0.355,60,100,403.0,0.1446,23.0
697941,04/05/2018 15:05:00,401698,4,80,W,ML,0.62,50,0,1370.0,0.3187,15.1
699437,04/05/2018 15:05:00,405602,4,80,W,ML,0.385,50,100,491.0,0.2323,23.2
701538,04/05/2018 15:10:00,401211,4,80,W,ML,0.355,60,100,473.0,0.2183,22.2
701792,04/05/2018 15:10:00,401698,4,80,W,ML,0.62,50,0,1468.0,0.4303,16.2
703288,04/05/2018 15:10:00,405602,4,80,W,ML,0.385,50,100,470.0,0.2026,25.2
705389,04/05/2018 15:15:00,401211,4,80,W,ML,0.355,60,100,487.0,0.2034,22.4
705643,04/05/2018 15:15:00,401698,4,80,W,ML,0.62,50,0,1462.0,0.4178,15.6
707139,04/05/2018 15:15:00,405602,4,80,W,ML,0.385,50,100,399.0,0.2001,26.7
709240,04/05/2018 15:20:00,401211,4,80,W,ML,0.355,60,100,439.0,0.1777,23.3
709494,04/05/2018 15:20:00,401698,4,80,W,ML,0.62,50,0,1391.0,0.4106,15.2
710990,04/05/2018 15:20:00,405602,4,80,W,ML,0.385,50,100,472.0,0.2055,25.8
713091,04/05/2018 15:25:00,401211,4,80,W,ML,0.355,60,100,504.0,0.2625,20.6
713345,04/05/2018 15:25:00,401698,4,80,W,ML,0.62,50,0,1473.0,0.5199,13.3
714841,04/05/2018 15:25:00,405602,4,80,W,ML,0.385,50,100,365.0,0.1503,27.3
716942,04/05/2018 15:30:00,401211,4,80,W,ML,0.355,60,100,373.0,0.1645,19.9
717196,04/05/2018 15:30:00,401698,4,80,W,ML,0.62,50,0,1289.0,0.3569,13.9
718692,04/05/2018 15:30:00,405602,4,80,W,ML,0.385,50,100,463.0,0.2161,27.4
720793,04/05/2018 15:35:00,401211,4,80,W,ML,0.355,60,100,454.0,0.2014,22.4
721047,04/05/2018 15:35:00,401698,4,80,W,ML,0.62,50,0,1406.0,0.3936,14.2
722543,04/05/2018 15:35:00,405602,4,80,W,ML,0.385,50,100,483.0,0.2558,24.9
724644,04/05/2018 15:40:00,401211,4,80,W,ML,0.355,60,100,486.0,0.22,21.2
