,timestamp,station,district,freeway,direction,laneType,length,numSamples,percentObs,flow,occupancy,speed
362650,04/04/2018 07:50:00,401211,4,80,W,ML,0.355,60,100,556.0,0.0774,54.2
362904,04/04/2018 07:50:00,401698,4,80,W,ML,0.62,50,0,1439.0,0.1977,46.0
364400,04/04/2018 07:50:00,405602,4,80,W,ML,0.385,50,100,501.0,0.0881,57.4
366501,04/04/2018 07:55:00,401211,4,80,W,ML,0.355,60,100,499.0,0.0694,56.1
366755,04/04/2018 07:55:00,401698,4,80,W,ML,0.62,50,0,1385.0,0.1717,47.5
368251,04/04/2018 07:55:00,405602,4,80,W,ML,0.385,50,100,616.0,0.1231,54.7
370352,04/04/2018 08:00:00,401211,4,80,W,ML,0.355,60,100,466.0,0.0678,55.6
370606,04/04/2018 08:00:00,401698,4,80,W,ML,0.62,50,0,1419.0,0.1677,46.0
372102,04/04/2018 08:00:00,405602,4,80,W,ML,0.385,50,100,635.0,0.1296,52.8
374203,04/04/2018 08:05:00,401211,4,80,W,ML,0.355,60,100,538.0,0.0949,50.9
374457,04/04/2018 08:05:00,401698,4,80,W,ML,0.62,50,0,1445.0,0.2372,40.9
375953,04/04/2018 08:05:00,405602,4,80,W,ML,0.385,50,100,665.0,0.13699999999999998,51.8
378054,04/04/2018 08:10:00,401211,4,80,W,ML,0.355,60,100,604.0,0.1042,48.9
378308,04/04/2018 08:10:00,401698,4,80,W,ML,0.62,50,0,1488.0,0.2547,38.8
379804,04/04/2018 08:10:00,405602,4,80,W,ML,0.385,50,100,534.0,0.1295,48.0
381905,04/04/2018 08:15:00,401211,4,80,W,ML,0.355,60,100,586.0,0.1075,47.1
382159,04/04/2018 08:15:00,401698,4,80,W,ML,0.62,50,0,1500.0,0.2556,37.3
383655,04/04/2018 08:15:00,405602,4,80,W,ML,0.385,50,100,654.0,0.1455,47.5
385756,04/04/2018 08:20:00,401211,4,80,W,ML,0.355,60,100,569.0,0.1222,43.5
386010,04/04/2018 08:20:00,401698,4,80,W,ML,0.62,50,0,1458.0,0.3058,34.9
387506,04/04/2018 08:20:00,405602,4,80,W,ML,0.385,50,100,631.0,0.1174,51.7
389607,04/04/2018 08:25:00,401211,4,80,W,ML,0.355,60,100,475.0,0.1316,39.2
389861,04/04/2018 08:25:00,401698,4,80,W,ML,0.62,50,0,1410.0,0.3417,30.1
391357,04/04/2018 08:25:00,405602,4,80,W,ML,0.385,50,100,507.0,0.1112,49.9
393458,04/04/2018 08:30:00,401211,4,80,W,ML,0.355,60,100,551.0,0.1618,35.6
393712,04/04/2018 08:30:00,401698,4,80,W,ML,0.62,50,0,1354.0,0.3968,25.0
395208,04/04/2018 08:30:00,405602,4,80,W,ML,0.385,50,100,529.0,0.1361,46.0
397309,04/04/2018 08:35:00,401211,4,80,W,ML,0.355,60,100,200.0,0.0411,38.6
397563,04/04/2018 08:35:00,401698,4,80,W,ML,0.62,50,0,702.0,0.1188,29.3
399059,04/04/2018 08:35:00,405602,4,80,W,ML,0.385,50,100,305.0,0.0607,49.3
401160,04/04/2018 08:40:00,401211,4,80,W,ML,0.355,60,100,389.0,0.0517,50.6
401414,04/04/2018 08:40:00,401698,4,80,W,ML,0.62,50,0,1236.0,0.1362,42.3
402910,04/04/2018 08:40:00,405602,4,80,W,ML,0.385,50,100,299.0,0.0594,52.3
405011,04/04/2018 08:45:00,401211,4,80,W,ML,0.355,60,100,465.0,0.0594,57.1
405265,04/04/2018 08:45:00,401698,4,80,W,ML,0.62,50,0,1322.0,0.1524,48.7
406761,04/04/2018 08:45:00,405602,4,80,W,ML,0.385,50,100,437.0,0.0827,54.2
408862,04/04/2018 08:50:00,401211,4,80,W,ML,0.355,60,100,428.0,0.0603,57.4
409116,04/04/2018 08:50:00,401698,4,80,W,ML,0.62,50,0,1224.0,0.1579,48.5
410612,04/04/2018 08:50:00,405602,4,80,W,ML,0.385,50,100,520.0,0.109,52.1
412713,04/04/2018 08:55:00,401211,4,80,W,ML,0.355,60,100,510.0,0.0794,55.0
412967,04/04/2018 08:55:00,401698,4,80,W,ML,0.62,50,0,1446.0,0.1982,45.9
414463,04/04/2018 08:55:00,405602,4,80,W,ML,0.385,50,100,630.0,0.1284,51.6
416564,04/04/2018 09:00:00,401211,4,80,W,ML,0.355,60,100,543.0,0.1064,49.5
416818,04/04/2018 09:00:00,401698,4,80,W,ML,0.62,50,0,1494.0,0.2736,40.1
418314,04/04/2018 09:00:00,405602,4,80,W,ML,0.385,50,100,614.0,0.1331,49.6
420415,04/04/2018 09:05:00,401211,4,80,W,ML,0.355,60,100,503.0,0.1405,42.7
420669,04/04/2018 09:05:00,401698,4,80,W,ML,0.62,50,0,1373.0,0.3557,31.3
422165,04/04/2018 09:05:00,405602,4,80,W,ML,0.385,50,100,600.0,0.1633,44.7
424266,04/04/2018 09:10:00,401211,4,80,W,ML,0.355,60,100,564.0,0.1476,40.5
424520,04/04/2018 09:10:00,401698,4,80,W,ML,0.62,50,0,1432.0,0.4014,28.1
426016,04/04/2018 09:10:00,405602,4,80,W,ML,0.385,50,100,568.0,0.1621,42.1
428117,04/04/2018 09:15:00,401211,4,80,W,ML,0.355,60,100,536.0,0.1068,42.0
428371,04/04/2018 09:15:00,401698,4,80,W,ML,0.62,50,0,1474.0,0.2739,31.2
429867,04/04/2018 09:15:00,405602,4,80,W,ML,0.385,50,100,565.0,0.1441,41.8
431968,04/04/2018 09:20:00,401211,4,80,W,ML,0.355,60,100,517.0,0.0941,43.1
432222,04/04/2018 09:20:00,401698,4,80,W,ML,0.62,50,0,1481.0,0.2305,33.2
433718,04/04/2018 09:20:00,405602,4,80,W,ML,0.385,50,100,457.0,0.1012,44.6
435819,04/04/2018 09:25:00,401211,4,80,W,ML,0.355,60,100,570.0,0.0981,46.7
436073,04/04/2018 09:25:00,401698,4,80,W,ML,0.62,50,0,1467.0,0.2603,36.2
437569,04/04/2018 09:25:00,405602,4,80,W,ML,0.385,50,100,454.0,0.0909,49.0
439670,04/04/2018 09:30:00,401211,4,80,W,ML,0.355,60,100,359.0,0.0559,49.8
439924,04/04/2018 09:30:00,401698,4,80,W,ML,0.62,50,0,1206.0,0.1411,39.5
441420,04/04/2018 09:30:00,405602,4,80,W,ML,0.385,50,100,587.0,0.1271,48.8
443521,04/04/2018 09:35:00,401211,4,80,W,ML,0.355,60,100,428.0,0.0579,55.0
443775,04/04/2018 09:35:00,401698,4,80,W,ML,0.62,50,0,1289.0,0.1518,43.9
445271,04/04/2018 09:35:00,405602,4,80,W,ML,0.385,50,100,606.0,0.1094,53.4
447372,04/04/2018 09:40:00,401211,4,80,W,ML,0.355,60,100,511.0,0.07,58.0
447626,04/04/2018 09:40:00,401698,4,80,W,ML,0.62,50,0,1424.0,0.1816,49.0
449122,04/04/2018 09:40:00,405602,4,80,W,ML,0.385,50,100,404.0,0.0787,54.2
451223,04/04/2018 09:45:00,401211,4,80,W,ML,0.355,60,100,465.0,0.0676,57.6
451477,04/04/2018 09:45:00,401698,4,80,W,ML,0.62,50,0,1368.0,0.1671,47.2
452973,04/04/2018 09:45:00,405602,4,80,W,ML,0.385,50,100,586.0,0.1348,50.6
455074,04/04/2018 09:50:00,401211,4,80,W,ML,0.355,60,100,405.0,0.0593,56.4
455328,04/04/2018 09:50:00,401698,4,80,W,ML,0.62,50,0,1237.0,0.1534,45.3
456824,04/04/2018 09:50:00,405602,4,80,W,ML,0.385,50,100,520.0,0.1075,50.6
458925,04/04/2018 09:55:00,401211,4,80,W,ML,0.355,60,100,465.0,0.0691,55.8
459179,04/04/2018 09:55:00,401698,4,80,W,ML,0.62,50,0,1433.0,0.1748,45.8
460675,04/04/2018 09:55:00,405602,4,80,W,ML,0.385,50,100,550.0,0.1168,50.3
462776,04/04/2018 10:00:00,401211,4,80,W,ML,0.355,60,100,413.0,0.0624,55.9
463030,04/04/2018 10:00:00,401698,4,80,W,ML,0.62,50,0,1326.0,0.1544,44.8
464526,04/04/2018 10:00:00,405602,4,80,W,ML,0.385,50,100,623.0,0.1547,46.7
466627,04/04/2018 10:05:00,401211,4,80,W,ML,0.355,60,100,657.0,0.0973,55.8
466881,04/04/2018 10:05:00,401698,4,80,W,ML,0.62,50,0,1500.0,0.2406,46.3
468377,04/04/2018 10:05:00,405602,4,80,W,ML,0.385,50,100,533.0,0.1031,50.1
470478,04/04/2018 10:10:00,401211,4,80,W,ML,0.355,60,100,419.0,0.0829,51.0
470732,04/04/2018 10:10:00,401698,4,80,W,ML,0.62,50,0,1402.0,0.2117,39.0
472228,04/04/2018 10:10:00,405602,4,80,W,ML,0.385,50,100,481.0,0.09300000000000001,52.3
474329,04/04/2018 10:15:00,401211,4,80,W,ML,0.355,60,100,582.0,0.1304,44.4
474583,04/04/2018 10:15:00,401698,4,80,W,ML,0.62,50,0,1500.0,0.3415,34.3
476079,04/04/2018 10:15:00,405602,4,80,W,ML,0.385,50,100,517.0,0.0972,53.9
478180,04/04/2018 10:20:00,401211,4,80,W,ML,0.355,60,100,439.0,0.0757,47.2
478434,04/04/2018 10:20:00,401698,4,80,W,ML,0.62,50,0,1359.0,0.2036,37.5
479930,04/04/2018 10:20:00,405602,4,80,W,ML,0.385,50,100,508.0,0.1007,53.1
482031,04/04/2018 10:25:00,401211,4,80,W,ML,0.355,60,100,659.0,0.0972,51.0
482285,04/04/2018 10:25:00,401698,4,80,W,ML,0.62,50,0,1500.0,0.2391,41.4
483781,04/04/2018 10:25:00,405602,4,80,W,ML,0.385,50,100,643.0,0.1397,50.3
485882,04/04/2018 10:30:00,401211,4,80,W,ML,0.355,60,100,548.0,0.1089,47.8
486136,04/04/2018 10:30:00,401698,4,80,W,ML,0.62,50,0,1428.0,0.2778,36.8
487632,04/04/2018 10:30:00,405602,4,80,W,ML,0.385,50,100,580.0,0.1108,52.8
489733,04/04/2018 10:35:00,401211,4,80,W,ML,0.355,60,100,466.0,0.1105,43.3
489987,04/04/2018 10:35:00,401698,4,80,W,ML,0.62,50,0,1418.0,0.2847,32.0
491483,04/04/2018 10:35:00,405602,4,80,W,ML,0.385,50,100,408.0,0.1159,45.1
493584,04/04/2018 10:40:00,401211,4,80,W,ML,0.355,60,100,581.0,0.1442,40.2
493838,04/04/2018 10:40:00,401698,4,80,W,ML,0.62,50,0,1437.0,0.3778,31.5
495334,04/04/2018 10:40:00,405602,4,80,W,ML,0.385,50,100,504.0,0.1653,40.1
497435,04/04/2018 10:45:00,401211,4,80,W,ML,0.355,60,100,465.0,0.11900000000000001,37.2
497689,04/04/2018 10:45:00,401698,4,80,W,ML,0.62,50,0,1456.0,0.3005,28.7
499185,04/04/2018 10:45:00,405602,4,80,W,ML,0.385,50,100,545.0,0.1341,41.2
501286,04/04/2018 10:50:00,401211,4,80,W,ML,0.355,60,100,526.0,0.1331,36.9
501540,04/04/2018 10:50:00,401698,4,80,W,ML,0.62,50,0,1481.0,0.3226,27.6
503036,04/04/2018 10:50:00,405602,4,80,W,ML,0.385,50,100,424.0,0.1323,37.7
505137,04/04/2018 10:55:00,401211,4,80,W,ML,0.355,60,100,593.0,0.1793,34.0
505391,04/04/2018 10:55:00,401698,4,80,W,ML,0.62,50,0,1467.0,0.4673,23.5
506887,04/04/2018 10:55:00,405602,4,80,W,ML,0.385,50,100,549.0,0.1714,35.8
508988,04/04/2018 11:00:00,401211,4,80,W,ML,0.355,60,100,515.0,0.155,32.6
509242,04/04/2018 11:00:00,401698,4,80,W,ML,0.62,50,0,1392.0,0.39899999999999997,21.6
510738,04/04/2018 11:00:00,405602,4,80,W,ML,0.385,50,100,447.0,0.1727,32.8
512839,04/04/2018 11:05:00,401211,4,80,W,ML,0.355,60,100,449.0,0.1402,32.8
513093,04/04/2018 11:05:00,401698,4,80,W,ML,0.62,50,0,1413.0,0.3587,21.3
514589,04/04/2018 11:05:00,405602,4,80,W,ML,0.385,50,100,405.0,0.1414,31.2
516690,04/04/2018 11:10:00,401211,4,80,W,ML,0.355,60,100,600.0,0.1855,31.0
516944,04/04/2018 11:10:00,401698,4,80,W,ML,0.62,50,0,1466.0,0.4789,20.5
518440,04/04/2018 11:10:00,405602,4,80,W,ML,0.385,50,100,508.0,0.1627,32.1
520541,04/04/2018 11:15:00,401211,4,80,W,ML,0.355,60,100,621.0,0.1384,35.8
520795,04/04/2018 11:15:00,401698,4,80,W,ML,0.62,50,0,1468.0,0.3436,24.8
522291,04/04/2018 11:15:00,405602,4,80,W,ML,0.385,50,100,414.0,0.1321,32.6
524392,04/04/2018 11:20:00,401211,4,80,W,ML,0.355,60,100,537.0,0.1655,35.5
524646,04/04/2018 11:20:00,401698,4,80,W,ML,0.62,50,0,1341.0,0.4022,22.9
526142,04/04/2018 11:20:00,405602,4,80,W,ML,0.385,50,100,545.0,0.11599999999999999,40.7
528243,04/04/2018 11:25:00,401211,4,80,W,ML,0.355,60,100,609.0,0.1666,33.4
528497,04/04/2018 11:25:00,401698,4,80,W,ML,0.62,50,0,1469.0,0.4072,24.0
529993,04/04/2018 11:25:00,405602,4,80,W,ML,0.385,50,100,578.0,0.154,39.9
532094,04/04/2018 11:30:00,401211,4,80,W,ML,0.355,60,100,522.0,0.1391,33.7
532348,04/04/2018 11:30:00,401698,4,80,W,ML,0.62,50,0,1482.0,0.3523,22.5
533844,04/04/2018 11:30:00,405602,4,80,W,ML,0.385,50,100,542.0,0.1409,40.0
535945,04/04/2018 11:35:00,401211,4,80,W,ML,0.355,60,100,567.0,0.1278,36.9
536199,04/04/2018 11:35:00,401698,4,80,W,ML,0.62,50,0,1425.0,0.3047,24.9
537695,04/04/2018 11:35:00,405602,4,80,W,ML,0.385,50,100,534.0,0.1725,36.6
539796,04/04/2018 11:40:00,401211,4,80,W,ML,0.355,60,100,449.0,0.1135,35.8
540050,04/04/2018 11:40:00,401698,4,80,W,ML,0.62,50,0,1459.0,0.3044,24.6
541546,04/04/2018 11:40:00,405602,4,80,W,ML,0.385,50,100,560.0,0.2113,33.2
543647,04/04/2018 11:45:00,401211,4,80,W,ML,0.355,60,100,493.0,0.1422,34.2
543901,04/04/2018 11:45:00,401698,4,80,W,ML,0.62,50,0,1465.0,0.3517,22.5
545397,04/04/2018 11:45:00,405602,4,80,W,ML,0.385,50,100,593.0,0.1756,34.1
547498,04/04/2018 11:50:00,401211,4,80,W,ML,0.355,60,100,601.0,0.1731,33.1
547752,04/04/2018 11:50:00,401698,4,80,W,ML,0.62,50,0,1464.0,0.3883,22.1
549248,04/04/2018 11:50:00,405602,4,80,W,ML,0.385,50,100,592.0,0.1589,36.7
551349,04/04/2018 11:55:00,401211,4,80,W,ML,0.355,60,100,487.0,0.134,33.3
551603,04/04/2018 11:55:00,401698,4,80,W,ML,0.62,50,0,1452.0,0.3446,21.8
553099,04/04/2018 11:55:00,405602,4,80,W,ML,0.385,50,100,544.0,0.16899999999999998,35.8
555200,04/04/2018 12:00:00,401211,4,80,W,ML,0.355,60,100,585.0,0.1798,31.7
555454,04/04/2018 12:00:00,401698,4,80,W,ML,0.62,50,0,1492.0,0.38299999999999995,22.8
556950,04/04/2018 12:00:00,405602,4,80,W,ML,0.385,50,100,436.0,0.0959,41.3
559051,04/04/2018 12:05:00,401211,4,80,W,ML,0.355,60,100,462.0,0.131,32.6
559305,04/04/2018 12:05:00,401698,4,80,W,ML,0.62,50,0,1460.0,0.3377,21.5
560801,04/04/2018 12:05:00,405602,4,80,W,ML,0.385,50,100,552.0,0.23800000000000002,33.5
562902,04/04/2018 12:10:00,401211,4,80,W,ML,0.355,60,100,604.0,0.1658,33.3
563156,04/04/2018 12:10:00,401698,4,80,W,ML,0.62,50,0,1500.0,0.4103,21.5
564652,04/04/2018 12:10:00,405602,4,80,W,ML,0.385,50,100,556.0,0.1603,34.4
566753,04/04/2018 12:15:00,401211,4,80,W,ML,0.355,60,100,470.0,0.1038,35.7
567007,04/04/2018 12:15:00,401698,4,80,W,ML,0.62,50,0,1438.0,0.2658,24.7
568503,04/04/2018 12:15:00,405602,4,80,W,ML,0.385,50,100,509.0,0.1891,31.5
570604,04/04/2018 12:20:00,401211,4,80,W,ML,0.355,60,100,524.0,0.1312,35.6
570858,04/04/2018 12:20:00,401698,4,80,W,ML,0.62,50,0,1394.0,0.3173,24.5
572354,04/04/2018 12:20:00,405602,4,80,W,ML,0.385,50,100,515.0,0.2008,29.3
574455,04/04/2018 12:25:00,401211,4,80,W,ML,0.355,60,100,541.0,0.1555,33.3
574709,04/04/2018 12:25:00,401698,4,80,W,ML,0.62,50,0,1421.0,0.3657,24.3
576205,04/04/2018 12:25:00,405602,4,80,W,ML,0.385,50,100,534.0,0.1317,35.7
578306,04/04/2018 12:30:00,401211,4,80,W,ML,0.355,60,100,602.0,0.1785,32.5
578560,04/04/2018 12:30:00,401698,4,80,W,ML,0.62,50,0,1417.0,0.3995,22.8
580056,04/04/2018 12:30:00,405602,4,80,W,ML,0.385,50,100,603.0,0.1466,39.2
582157,04/04/2018 12:35:00,401211,4,80,W,ML,0.355,60,100,557.0,0.1429,32.8
582411,04/04/2018 12:35:00,401698,4,80,W,ML,0.62,50,0,1500.0,0.3428,22.6
583907,04/04/2018 12:35:00,405602,4,80,W,ML,0.385,50,100,529.0,0.1444,38.7
586008,04/04/2018 12:40:00,401211,4,80,W,ML,0.355,60,100,501.0,0.1547,33.1
586262,04/04/2018 12:40:00,401698,4,80,W,ML,0.62,50,0,1432.0,0.3993,20.7
587758,04/04/2018 12:40:00,405602,4,80,W,ML,0.385,50,100,228.0,0.0481,44.3
589859,04/04/2018 12:45:00,401211,4,80,W,ML,0.355,60,100,526.0,0.1363,33.9
590113,04/04/2018 12:45:00,401698,4,80,W,ML,0.62,50,0,1490.0,0.3424,24.1
591609,04/04/2018 12:45:00,405602,4,80,W,ML,0.385,50,100,104.0,0.0419,38.2
593710,04/04/2018 12:50:00,401211,4,80,W,ML,0.355,60,100,489.0,0.1264,34.9
593964,04/04/2018 12:50:00,401698,4,80,W,ML,0.62,50,0,1477.0,0.3314,23.6
595460,04/04/2018 12:50:00,405602,4,80,W,ML,0.385,50,100,599.0,0.1536,38.7
597561,04/04/2018 12:55:00,401211,4,80,W,ML,0.355,60,100,540.0,0.1353,36.4
597815,04/04/2018 12:55:00,401698,4,80,W,ML,0.62,50,0,1481.0,0.3224,23.7
599311,04/04/2018 12:55:00,405602,4,80,W,ML,0.385,50,100,602.0,0.14800000000000002,40.5
601412,04/04/2018 13:00:00,401211,4,80,W,ML,0.355,60,100,394.0,0.1193,34.7
601666,04/04/2018 13:00:00,401698,4,80,W,ML,0.62,50,0,1322.0,0.3076,22.7
603162,04/04/2018 13:00:00,405602,4,80,W,ML,0.385,50,100,452.0,0.16,36.3
605263,04/04/2018 13:05:00,401211,4,80,W,ML,0.355,60,100,440.0,0.1959,28.9
605517,04/04/2018 13:05:00,401698,4,80,W,ML,0.62,50,0,1330.0,0.4442,18.2
607013,04/04/2018 13:05:00,405602,4,80,W,ML,0.385,50,100,463.0,0.1583,34.3
609114,04/04/2018 13:10:00,401211,4,80,W,ML,0.355,60,100,445.0,0.247,23.7
609368,04/04/2018 13:10:00,401698,4,80,W,ML,0.62,50,0,1260.0,0.5562,14.7
610864,04/04/2018 13:10:00,405602,4,80,W,ML,0.385,50,100,458.0,0.1906,31.0
612965,04/04/2018 13:15:00,401211,4,80,W,ML,0.355,60,100,342.0,0.1962,22.4
613219,04/04/2018 13:15:00,401698,4,80,W,ML,0.62,50,0,1018.0,0.4476,12.8
614715,04/04/2018 13:15:00,405602,4,80,W,ML,0.385,50,100,445.0,0.2807,25.5
616816,04/04/2018 13:20:00,401211,4,80,W,ML,0.355,60,100,390.0,0.2412,20.5
617070,04/04/2018 13:20:00,401698,4,80,W,ML,0.62,50,0,1204.0,0.4924,10.9
618566,04/04/2018 13:20:00,405602,4,80,W,ML,0.385,50,100,455.0,0.275,21.3
620667,04/04/2018 13:25:00,401211,4,80,W,ML,0.355,60,100,393.0,0.2238,17.2
620921,04/04/2018 13:25:00,401698,4,80,W,ML,0.62,50,0,1280.0,0.4888,10.9
622417,04/04/2018 13:25:00,405602,4,80,W,ML,0.385,50,100,444.0,0.2841,19.9
624518,04/04/2018 13:30:00,401211,4,80,W,ML,0.355,60,100,614.0,0.1891,25.9
624772,04/04/2018 13:30:00,401698,4,80,W,ML,0.62,50,0,1435.0,0.4444,17.3
626268,04/04/2018 13:30:00,405602,4,80,W,ML,0.385,50,100,441.0,0.1791,23.6
628369,04/04/2018 13:35:00,401211,4,80,W,ML,0.355,60,100,520.0,0.1655,26.1
628623,04/04/2018 13:35:00,401698,4,80,W,ML,0.62,50,0,1473.0,0.3976,19.1
630119,04/04/2018 13:35:00,405602,4,80,W,ML,0.385,50,100,504.0,0.1645,28.4
632220,04/04/2018 13:40:00,401211,4,80,W,ML,0.355,60,100,561.0,0.2033,27.0
632474,04/04/2018 13:40:00,401698,4,80,W,ML,0.62,50,0,1449.0,0.4849,18.4
633970,04/04/2018 13:40:00,405602,4,80,W,ML,0.385,50,100,480.0,0.1308,33.7
636071,04/04/2018 13:45:00,401211,4,80,W,ML,0.355,60,100,518.0,0.1825,27.7
636325,04/04/2018 13:45:00,401698,4,80,W,ML,0.62,50,0,1419.0,0.4798,16.5
637821,04/04/2018 13:45:00,405602,4,80,W,ML,0.385,50,100,440.0,0.121,37.6
639922,04/04/2018 13:50:00,401211,4,80,W,ML,0.355,60,100,345.0,0.0456,42.7
640176,04/04/2018 13:50:00,401698,4,80,W,ML,0.62,50,0,1208.0,0.1192,33.7
641672,04/04/2018 13:50:00,405602,4,80,W,ML,0.385,50,100,441.0,0.1165,38.9
643773,04/04/2018 13:55:00,401211,4,80,W,ML,0.355,60,100,238.0,0.03,53.9
644027,04/04/2018 13:55:00,401698,4,80,W,ML,0.62,50,0,881.0,0.0774,45.2
645523,04/04/2018 13:55:00,405602,4,80,W,ML,0.385,50,100,405.0,0.1065,39.5
647624,04/04/2018 14:00:00,401211,4,80,W,ML,0.355,60,100,350.0,0.0422,60.4
647878,04/04/2018 14:00:00,401698,4,80,W,ML,0.62,50,0,1094.0,0.1147,51.4
649374,04/04/2018 14:00:00,405602,4,80,W,ML,0.385,50,100,318.0,0.0822,40.5
651475,04/04/2018 14:05:00,401211,4,80,W,ML,0.355,60,100,404.0,0.0549,60.0
651729,04/04/2018 14:05:00,401698,4,80,W,ML,0.62,50,0,1352.0,0.1482,50.8
653225,04/04/2018 14:05:00,405602,4,80,W,ML,0.385,50,100,529.0,0.2194,33.4
655326,04/04/2018 14:10:00,401211,4,80,W,ML,0.355,60,100,445.0,0.0639,58.7
655580,04/04/2018 14:10:00,401698,4,80,W,ML,0.62,50,0,1430.0,0.1501,48.3
657076,04/04/2018 14:10:00,405602,4,80,W,ML,0.385,50,100,519.0,0.2109,29.6
659177,04/04/2018 14:15:00,401211,4,80,W,ML,0.355,60,100,426.0,0.0619,57.6
659431,04/04/2018 14:15:00,401698,4,80,W,ML,0.62,50,0,1353.0,0.1566,47.0
660927,04/04/2018 14:15:00,405602,4,80,W,ML,0.385,50,100,530.0,0.2092,27.9
663028,04/04/2018 14:20:00,401211,4,80,W,ML,0.355,60,100,411.0,0.0555,59.6
663282,04/04/2018 14:20:00,401698,4,80,W,ML,0.62,50,0,1301.0,0.1418,49.3
664778,04/04/2018 14:20:00,405602,4,80,W,ML,0.385,50,100,474.0,0.2402,24.5
666879,04/04/2018 14:25:00,401211,4,80,W,ML,0.355,60,100,439.0,0.0607,58.9
667133,04/04/2018 14:25:00,401698,4,80,W,ML,0.62,50,0,1399.0,0.1465,48.8
668629,04/04/2018 14:25:00,405602,4,80,W,ML,0.385,50,100,600.0,0.2804,23.4
670730,04/04/2018 14:30:00,401211,4,80,W,ML,0.355,60,100,672.0,0.0982,57.9
670984,04/04/2018 14:30:00,401698,4,80,W,ML,0.62,50,0,1473.0,0.2265,47.2
672480,04/04/2018 14:30:00,405602,4,80,W,ML,0.385,50,100,563.0,0.2009,26.3
674581,04/04/2018 14:35:00,401211,4,80,W,ML,0.355,60,100,542.0,0.138,46.4
674835,04/04/2018 14:35:00,401698,4,80,W,ML,0.62,50,0,1484.0,0.3146,35.9
676331,04/04/2018 14:35:00,405602,4,80,W,ML,0.385,50,100,543.0,0.1249,35.5
678432,04/04/2018 14:40:00,401211,4,80,W,ML,0.355,60,100,500.0,0.2432,33.6
678686,04/04/2018 14:40:00,401698,4,80,W,ML,0.62,50,0,1437.0,0.5126,23.2
680182,04/04/2018 14:40:00,405602,4,80,W,ML,0.385,50,100,579.0,0.2119,32.9
682283,04/04/2018 14:45:00,401211,4,80,W,ML,0.355,60,100,521.0,0.2115,29.2
682537,04/04/2018 14:45:00,401698,4,80,W,ML,0.62,50,0,1470.0,0.4016,20.1
684033,04/04/2018 14:45:00,405602,4,80,W,ML,0.385,50,100,587.0,0.2302,30.1
686134,04/04/2018 14:50:00,401211,4,80,W,ML,0.355,60,100,527.0,0.2467,24.5
686388,04/04/2018 14:50:00,401698,4,80,W,ML,0.62,50,0,1482.0,0.4529,16.6
687884,04/04/2018 14:50:00,405602,4,80,W,ML,0.385,50,100,512.0,0.2233,28.4
689985,04/04/2018 14:55:00,401211,4,80,W,ML,0.355,60,100,339.0,0.1338,23.6
690239,04/04/2018 14:55:00,401698,4,80,W,ML,0.62,50,0,1082.0,0.309,14.7
691735,04/04/2018 14:55:00,405602,4,80,W,ML,0.385,50,100,467.0,0.2432,25.5
693836,04/04/2018 15:00:00,401211,4,80,W,ML,0.355,60,100,521.0,0.1804,25.0
694090,04/04/2018 15:00:00,401698,4,80,W,ML,0.62,50,0,1377.0,0.4216,17.8
695586,04/04/2018 15:00:00,405602,4,80,W,ML,0.385,50,100,424.0,0.2177,24.5
697687,04/04/2018 15:05:00,401211,4,80,W,ML,0.355,60,100,500.0,0.2077,25.2
697941,04/04/2018 15:05:00,401698,4,80,W,ML,0.62,50,0,1429.0,0.5159,16.6
699437,04/04/2018 15:05:00,405602,4,80,W,ML,0.385,50,100,493.0,0.2172,24.8
701538,04/04/2018 15:10:00,401211,4,80,W,ML,0.355,60,100,543.0,0.2655,21.6
701792,04/04/2018 15:10:00,401698,4,80,W,ML,0.62,50,0,1498.0,0.5165,13.4
703288,04/04/2018 15:10:00,405602,4,80,W,ML,0.385,50,100,472.0,0.2208,25.5
705389,04/04/2018 15:15:00,401211,4,80,W,ML,0.355,60,100,486.0,0.1572,25.9
705643,04/04/2018 15:15:00,401698,4,80,W,ML,0.62,50,0,1458.0,0.4099,16.8
707139,04/04/2018 15:15:00,405602,4,80,W,ML,0.385,50,100,506.0,0.2483,25.9
709240,04/04/2018 15:20:00,401211,4,80,W,ML,0.355,60,100,438.0,0.1713,25.3
709494,04/04/2018 15:20:00,401698,4,80,W,ML,0.62,50,0,1415.0,0.4119,15.7
710990,04/04/2018 15:20:00,405602,4,80,W,ML,0.385,50,100,498.0,0.2071,27.1
713091,04/04/2018 15:25:00,401211,4,80,W,ML,0.355,60,100,448.0,0.1673,24.4
713345,04/04/2018 15:25:00,401698,4,80,W,ML,0.62,50,0,1444.0,0.3662,18.0
714841,04/04/2018 15:25:00,405602,4,80,W,ML,0.385,50,100,453.0,0.2193,27.2
716942,04/04/2018 15:30:00,401211,4,80,W,ML,0.355,60,100,576.0,0.1897,26.7
717196,04/04/2018 15:30:00,401698,4,80,W,ML,0.62,50,0,1489.0,0.4024,20.5
718692,04/04/2018 15:30:00,405602,4,80,W,ML,0.385,50,100,551.0,0.218,27.2
720793,04/04/2018 15:35:00,401211,4,80,W,ML,0.355,60,100,508.0,0.1977,26.3
721047,04/04/2018 15:35:00,401698,4,80,W,ML,0.62,50,0,1379.0,0.4801,18.4
722543,04/04/2018 15:35:00,405602,4,80,W,ML,0.385,50,100,532.0,0.155,31.9
