,timestamp,station,district,freeway,direction,laneType,length,numSamples,percentObs,flow,occupancy,speed
120291,04/06/2018 02:35:00,401698,4,80,W,ML,0.62,50,0,369.0,0.0478,55.6
121787,04/06/2018 02:35:00,405602,4,80,W,ML,0.385,50,100,107.0,0.0171,69.0
123888,04/06/2018 02:40:00,401211,4,80,W,ML,0.355,60,100,91.0,0.0156,64.3
124142,04/06/2018 02:40:00,401698,4,80,W,ML,0.62,50,0,363.0,0.0507,53.3
125638,04/06/2018 02:40:00,405602,4,80,W,ML,0.385,50,100,90.0,0.0198,65.2
127739,04/06/2018 02:45:00,401211,4,80,W,ML,0.355,60,100,81.0,0.0105,67.2
127993,04/06/2018 02:45:00,401698,4,80,W,ML,0.62,50,0,308.0,0.0357,56.4
129489,04/06/2018 02:45:00,405602,4,80,W,ML,0.385,50,100,100.0,0.018000000000000002,67.6
131590,04/06/2018 02:50:00,401211,4,80,W,ML,0.355,60,100,117.0,0.0178,66.0
131844,04/06/2018 02:50:00,401698,4,80,W,ML,0.62,50,0,452.0,0.0577,56.3
133340,04/06/2018 02:50:00,405602,4,80,W,ML,0.385,50,100,120.0,0.0253,64.8
135441,04/06/2018 02:55:00,401211,4,80,W,ML,0.355,60,100,113.0,0.0145,67.5
135695,04/06/2018 02:55:00,401698,4,80,W,ML,0.62,50,0,370.0,0.051,56.5
137191,04/06/2018 02:55:00,405602,4,80,W,ML,0.385,50,100,101.0,0.0166,68.4
139292,04/06/2018 03:00:00,401211,4,80,W,ML,0.355,60,100,77.0,0.01,67.6
139546,04/06/2018 03:00:00,401698,4,80,W,ML,0.62,50,0,300.0,0.0379,56.9
141042,04/06/2018 03:00:00,405602,4,80,W,ML,0.385,50,100,81.0,0.0133,69.5
143143,04/06/2018 03:05:00,401211,4,80,W,ML,0.355,59,100,85.0,0.0145,65.6
143397,04/06/2018 03:05:00,401698,4,80,W,ML,0.62,50,0,322.0,0.0476,55.6
144893,04/06/2018 03:05:00,405602,4,80,W,ML,0.385,50,100,85.0,0.0198,65.8
146994,04/06/2018 03:10:00,401211,4,80,W,ML,0.355,60,100,105.0,0.0154,65.8
147248,04/06/2018 03:10:00,401698,4,80,W,ML,0.62,50,0,408.0,0.0519,54.7
148744,04/06/2018 03:10:00,405602,4,80,W,ML,0.385,49,100,110.0,0.0208,66.0
150845,04/06/2018 03:15:00,401211,4,80,W,ML,0.355,60,100,102.0,0.0157,64.7
151099,04/06/2018 03:15:00,401698,4,80,W,ML,0.62,50,0,361.0,0.0473,54.0
152595,04/06/2018 03:15:00,405602,4,80,W,ML,0.385,50,100,104.0,0.0206,64.8
154696,04/06/2018 03:20:00,401211,4,80,W,ML,0.355,59,100,122.0,0.0176,64.7
154950,04/06/2018 03:20:00,401698,4,80,W,ML,0.62,50,0,428.0,0.0603,55.0
156446,04/06/2018 03:20:00,405602,4,80,W,ML,0.385,50,100,125.0,0.0236,65.1
158547,04/06/2018 03:25:00,401211,4,80,W,ML,0.355,60,100,124.0,0.0148,68.4
158801,04/06/2018 03:25:00,401698,4,80,W,ML,0.62,50,0,447.0,0.0472,58.4
160297,04/06/2018 03:25:00,405602,4,80,W,ML,0.385,49,100,129.0,0.0202,69.5
162398,04/06/2018 03:30:00,401211,4,80,W,ML,0.355,60,100,142.0,0.019,69.2
162652,04/06/2018 03:30:00,401698,4,80,W,ML,0.62,50,0,491.0,0.0571,57.8
164148,04/06/2018 03:30:00,405602,4,80,W,ML,0.385,50,100,143.0,0.0236,70.7
166249,04/06/2018 03:35:00,401211,4,80,W,ML,0.355,60,100,151.0,0.0199,68.0
166503,04/06/2018 03:35:00,401698,4,80,W,ML,0.62,50,0,497.0,0.0606,57.3
167999,04/06/2018 03:35:00,405602,4,80,W,ML,0.385,50,100,153.0,0.0264,70.1
170100,04/06/2018 03:40:00,401211,4,80,W,ML,0.355,60,100,147.0,0.0193,67.9
170354,04/06/2018 03:40:00,401698,4,80,W,ML,0.62,50,0,486.0,0.0622,57.4
171850,04/06/2018 03:40:00,405602,4,80,W,ML,0.385,50,100,148.0,0.0256,68.8
173951,04/06/2018 03:45:00,401211,4,80,W,ML,0.355,60,100,183.0,0.025,67.0
174205,04/06/2018 03:45:00,401698,4,80,W,ML,0.62,50,0,618.0,0.0761,57.4
175701,04/06/2018 03:45:00,405602,4,80,W,ML,0.385,50,100,187.0,0.0326,68.2
177802,04/06/2018 03:50:00,401211,4,80,W,ML,0.355,60,100,185.0,0.0243,67.6
178056,04/06/2018 03:50:00,401698,4,80,W,ML,0.62,50,0,641.0,0.0727,57.6
179552,04/06/2018 03:50:00,405602,4,80,W,ML,0.385,50,100,165.0,0.0275,68.9
181653,04/06/2018 03:55:00,401211,4,80,W,ML,0.355,60,100,194.0,0.0262,67.0
181907,04/06/2018 03:55:00,401698,4,80,W,ML,0.62,50,0,687.0,0.0788,57.2
183403,04/06/2018 03:55:00,405602,4,80,W,ML,0.385,50,100,202.0,0.0361,67.2
185504,04/06/2018 04:00:00,401211,4,80,W,ML,0.355,60,100,174.0,0.0213,68.9
185758,04/06/2018 04:00:00,401698,4,80,W,ML,0.62,50,0,571.0,0.0632,56.1
187254,04/06/2018 04:00:00,405602,4,80,W,ML,0.385,50,100,175.0,0.0273,69.5
189355,04/06/2018 04:05:00,401211,4,80,W,ML,0.355,60,100,212.0,0.0266,68.4
189609,04/06/2018 04:05:00,401698,4,80,W,ML,0.62,50,0,677.0,0.0761,58.9
191105,04/06/2018 04:05:00,405602,4,80,W,ML,0.385,50,100,206.0,0.0333,69.3
193206,04/06/2018 04:10:00,401211,4,80,W,ML,0.355,60,100,242.0,0.0316,67.1
193460,04/06/2018 04:10:00,401698,4,80,W,ML,0.62,50,0,790.0,0.0855,56.8
194956,04/06/2018 04:10:00,405602,4,80,W,ML,0.385,50,100,218.0,0.0353,69.2
197057,04/06/2018 04:15:00,401211,4,80,W,ML,0.355,59,100,261.0,0.0337,66.6
197311,04/06/2018 04:15:00,401698,4,80,W,ML,0.62,50,0,853.0,0.0914,57.7
198807,04/06/2018 04:15:00,405602,4,80,W,ML,0.385,50,100,265.0,0.0429,68.7
200908,04/06/2018 04:20:00,401211,4,80,W,ML,0.355,60,100,302.0,0.0409,65.0
201162,04/06/2018 04:20:00,401698,4,80,W,ML,0.62,50,0,985.0,0.11199999999999999,56.1
202658,04/06/2018 04:20:00,405602,4,80,W,ML,0.385,50,100,269.0,0.0516,64.9
204759,04/06/2018 04:25:00,401211,4,80,W,ML,0.355,60,100,342.0,0.0446,65.0
205013,04/06/2018 04:25:00,401698,4,80,W,ML,0.62,50,0,1056.0,0.1233,55.1
206509,04/06/2018 04:25:00,405602,4,80,W,ML,0.385,50,100,319.0,0.0549,65.0
208610,04/06/2018 04:30:00,401211,4,80,W,ML,0.355,60,100,341.0,0.0447,64.1
208864,04/06/2018 04:30:00,401698,4,80,W,ML,0.62,50,0,1059.0,0.1235,54.8
210360,04/06/2018 04:30:00,405602,4,80,W,ML,0.385,50,100,311.0,0.0524,64.7
212461,04/06/2018 04:35:00,401211,4,80,W,ML,0.355,60,100,330.0,0.0426,65.0
212715,04/06/2018 04:35:00,401698,4,80,W,ML,0.62,50,0,1047.0,0.1147,54.3
214211,04/06/2018 04:35:00,405602,4,80,W,ML,0.385,50,100,344.0,0.0602,64.2
216312,04/06/2018 04:40:00,401211,4,80,W,ML,0.355,60,100,460.0,0.0568,65.7
216566,04/06/2018 04:40:00,401698,4,80,W,ML,0.62,50,0,1251.0,0.1443,55.5
218062,04/06/2018 04:40:00,405602,4,80,W,ML,0.385,50,100,387.0,0.0624,65.3
220163,04/06/2018 04:45:00,401211,4,80,W,ML,0.355,60,100,377.0,0.048,64.9
220417,04/06/2018 04:45:00,401698,4,80,W,ML,0.62,50,0,1113.0,0.1326,53.8
221913,04/06/2018 04:45:00,405602,4,80,W,ML,0.385,50,100,428.0,0.0721,65.1
224014,04/06/2018 04:50:00,401211,4,80,W,ML,0.355,60,100,312.0,0.0381,66.2
224268,04/06/2018 04:50:00,401698,4,80,W,ML,0.62,50,0,881.0,0.0994,56.0
225764,04/06/2018 04:50:00,405602,4,80,W,ML,0.385,50,100,367.0,0.0597,65.8
227865,04/06/2018 04:55:00,401211,4,80,W,ML,0.355,60,100,285.0,0.0355,66.6
228119,04/06/2018 04:55:00,401698,4,80,W,ML,0.62,50,0,847.0,0.0895,55.0
229615,04/06/2018 04:55:00,405602,4,80,W,ML,0.385,50,100,431.0,0.0735,64.1
231716,04/06/2018 05:00:00,401211,4,80,W,ML,0.355,60,100,368.0,0.0486,65.6
231970,04/06/2018 05:00:00,401698,4,80,W,ML,0.62,50,0,1052.0,0.1186,55.0
233466,04/06/2018 05:00:00,405602,4,80,W,ML,0.385,50,100,335.0,0.0597,65.2
235567,04/06/2018 05:05:00,401211,4,80,W,ML,0.355,60,100,463.0,0.0625,64.5
235821,04/06/2018 05:05:00,401698,4,80,W,ML,0.62,50,0,1275.0,0.1621,54.4
237317,04/06/2018 05:05:00,405602,4,80,W,ML,0.385,50,100,532.0,0.09699999999999999,64.8
239418,04/06/2018 05:10:00,401211,4,80,W,ML,0.355,0,0,449.0,0.0556,70.7
239672,04/06/2018 05:10:00,401698,4,80,W,ML,0.62,0,0,112.0,0.0202,68.3
241168,04/06/2018 05:10:00,405602,4,80,W,ML,0.385,0,0,576.0,0.0906,72.9
243269,04/06/2018 05:15:00,401211,4,80,W,ML,0.355,0,0,477.0,0.0589,70.7
243523,04/06/2018 05:15:00,401698,4,80,W,ML,0.62,0,0,123.0,0.0222,68.4
245019,04/06/2018 05:15:00,405602,4,80,W,ML,0.385,0,0,582.0,0.08900000000000001,73.4
247120,04/06/2018 05:20:00,401211,4,80,W,ML,0.355,0,0,541.0,0.0641,70.9
247374,04/06/2018 05:20:00,401698,4,80,W,ML,0.62,0,0,132.0,0.0242,68.0
248870,04/06/2018 05:20:00,405602,4,80,W,ML,0.385,0,0,558.0,0.0912,72.6
250971,04/06/2018 05:25:00,401211,4,80,W,ML,0.355,0,0,571.0,0.0699,70.3
251225,04/06/2018 05:25:00,401698,4,80,W,ML,0.62,0,0,149.0,0.0259,68.2
252721,04/06/2018 05:25:00,405602,4,80,W,ML,0.385,0,0,558.0,0.0927,71.8
254822,04/06/2018 05:30:00,401211,4,80,W,ML,0.355,0,0,524.0,0.064,70.2
255076,04/06/2018 05:30:00,401698,4,80,W,ML,0.62,0,0,160.0,0.0282,68.4
256572,04/06/2018 05:30:00,405602,4,80,W,ML,0.385,0,0,626.0,0.1002,71.1
258673,04/06/2018 05:35:00,401211,4,80,W,ML,0.355,0,0,487.0,0.0601,69.5
258927,04/06/2018 05:35:00,401698,4,80,W,ML,0.62,0,0,180.0,0.0308,68.4
260423,04/06/2018 05:35:00,405602,4,80,W,ML,0.385,0,0,581.0,0.0945,69.5
262524,04/06/2018 05:40:00,401211,4,80,W,ML,0.355,0,0,539.0,0.0707,67.8
262778,04/06/2018 05:40:00,401698,4,80,W,ML,0.62,0,0,200.0,0.0345,68.7
264274,04/06/2018 05:40:00,405602,4,80,W,ML,0.385,0,0,585.0,0.0978,68.0
266375,04/06/2018 05:45:00,401211,4,80,W,ML,0.355,0,0,453.0,0.0615,66.6
266629,04/06/2018 05:45:00,401698,4,80,W,ML,0.62,0,0,203.0,0.0354,68.7
268125,04/06/2018 05:45:00,405602,4,80,W,ML,0.385,0,0,589.0,0.1007,66.7
270226,04/06/2018 05:50:00,401211,4,80,W,ML,0.355,36,100,564.0,0.0784,59.8
270480,04/06/2018 05:50:00,401698,4,80,W,ML,0.62,25,0,1398.0,0.1705,51.7
271976,04/06/2018 05:50:00,405602,4,80,W,ML,0.385,25,100,552.0,0.1219,51.2
274077,04/06/2018 05:55:00,401211,4,80,W,ML,0.355,60,100,503.0,0.0757,57.9
274331,04/06/2018 05:55:00,401698,4,80,W,ML,0.62,50,0,1337.0,0.1782,49.1
275827,04/06/2018 05:55:00,405602,4,80,W,ML,0.385,50,100,636.0,0.1405,51.9
277928,04/06/2018 06:00:00,401211,4,80,W,ML,0.355,60,100,535.0,0.0793,57.1
278182,04/06/2018 06:00:00,401698,4,80,W,ML,0.62,50,0,1382.0,0.1864,49.1
279678,04/06/2018 06:00:00,405602,4,80,W,ML,0.385,50,100,473.0,0.1016,50.5
281779,04/06/2018 06:05:00,401211,4,80,W,ML,0.355,60,100,478.0,0.0682,57.8
282033,04/06/2018 06:05:00,401698,4,80,W,ML,0.62,50,0,1321.0,0.1522,49.6
283529,04/06/2018 06:05:00,405602,4,80,W,ML,0.385,50,100,549.0,0.111,51.1
285630,04/06/2018 06:10:00,401211,4,80,W,ML,0.355,60,100,304.0,0.0461,57.6
285884,04/06/2018 06:10:00,401698,4,80,W,ML,0.62,50,0,829.0,0.1145,47.7
287380,04/06/2018 06:10:00,405602,4,80,W,ML,0.385,50,100,403.0,0.0835,51.1
289481,04/06/2018 06:15:00,401211,4,80,W,ML,0.355,60,100,324.0,0.0469,57.8
289735,04/06/2018 06:15:00,401698,4,80,W,ML,0.62,50,0,927.0,0.1152,47.4
291231,04/06/2018 06:15:00,405602,4,80,W,ML,0.385,50,100,496.0,0.0983,52.1
293332,04/06/2018 06:20:00,401211,4,80,W,ML,0.355,42,100,393.0,0.0593,56.9
293586,04/06/2018 06:20:00,401698,4,80,W,ML,0.62,35,0,1287.0,0.1403,47.6
295082,04/06/2018 06:20:00,405602,4,80,W,ML,0.385,35,100,401.0,0.0915,49.8
297183,04/06/2018 06:25:00,401211,4,80,W,ML,0.355,0,0,581.0,0.0837,61.8
297437,04/06/2018 06:25:00,401698,4,80,W,ML,0.62,0,0,282.0,0.0468,66.9
298933,04/06/2018 06:25:00,405602,4,80,W,ML,0.385,0,0,585.0,0.1193,55.2
301034,04/06/2018 06:30:00,401211,4,80,W,ML,0.355,0,0,576.0,0.08,60.8
301288,04/06/2018 06:30:00,401698,4,80,W,ML,0.62,0,0,303.0,0.0503,66.8
302784,04/06/2018 06:30:00,405602,4,80,W,ML,0.385,0,0,683.0,0.1378,54.3
304885,04/06/2018 06:35:00,401211,4,80,W,ML,0.355,54,100,548.0,0.087,52.5
305139,04/06/2018 06:35:00,401698,4,80,W,ML,0.62,40,0,1477.0,0.2106,43.3
306635,04/06/2018 06:35:00,405602,4,80,W,ML,0.385,40,100,621.0,0.1336,48.7
308736,04/06/2018 06:40:00,401211,4,80,W,ML,0.355,60,100,542.0,0.0792,54.7
308990,04/06/2018 06:40:00,401698,4,80,W,ML,0.62,50,0,1444.0,0.1856,46.1
310486,04/06/2018 06:40:00,405602,4,80,W,ML,0.385,50,100,600.0,0.1352,47.5
312587,04/06/2018 06:45:00,401211,4,80,W,ML,0.355,60,100,620.0,0.0935,55.1
312841,04/06/2018 06:45:00,401698,4,80,W,ML,0.62,50,0,1476.0,0.217,46.9
314337,04/06/2018 06:45:00,405602,4,80,W,ML,0.385,50,100,615.0,0.1364,47.3
316438,04/06/2018 06:50:00,401211,4,80,W,ML,0.355,60,100,482.0,0.0795,53.0
316692,04/06/2018 06:50:00,401698,4,80,W,ML,0.62,50,0,1403.0,0.1812,43.9
318188,04/06/2018 06:50:00,405602,4,80,W,ML,0.385,50,100,614.0,0.1359,47.5
320289,04/06/2018 06:55:00,401211,4,80,W,ML,0.355,60,100,423.0,0.0696,51.7
320543,04/06/2018 06:55:00,401698,4,80,W,ML,0.62,50,0,1268.0,0.1727,42.7
322039,04/06/2018 06:55:00,405602,4,80,W,ML,0.385,50,100,523.0,0.1192,46.7
324140,04/06/2018 07:00:00,401211,4,80,W,ML,0.355,60,100,332.0,0.0559,50.9
324394,04/06/2018 07:00:00,401698,4,80,W,ML,0.62,50,0,1037.0,0.1341,41.3
325890,04/06/2018 07:00:00,405602,4,80,W,ML,0.385,50,100,506.0,0.109,47.8
327991,04/06/2018 07:05:00,401211,4,80,W,ML,0.355,60,100,409.0,0.0726,49.2
328245,04/06/2018 07:05:00,401698,4,80,W,ML,0.62,50,0,1243.0,0.1804,39.4
329741,04/06/2018 07:05:00,405602,4,80,W,ML,0.385,50,100,587.0,0.1407,45.6
331842,04/06/2018 07:10:00,401211,4,80,W,ML,0.355,60,100,358.0,0.0609,49.3
332096,04/06/2018 07:10:00,401698,4,80,W,ML,0.62,50,0,1081.0,0.1498,38.3
333592,04/06/2018 07:10:00,405602,4,80,W,ML,0.385,50,100,577.0,0.1392,44.5
335693,04/06/2018 07:15:00,401211,4,80,W,ML,0.355,60,100,456.0,0.0781,49.0
335947,04/06/2018 07:15:00,401698,4,80,W,ML,0.62,50,0,1335.0,0.1934,39.6
337443,04/06/2018 07:15:00,405602,4,80,W,ML,0.385,50,100,586.0,0.1464,43.5
339544,04/06/2018 07:20:00,401211,4,80,W,ML,0.355,60,100,400.0,0.0796,45.7
339798,04/06/2018 07:20:00,401698,4,80,W,ML,0.62,50,0,1233.0,0.2035,36.0
341294,04/06/2018 07:20:00,405602,4,80,W,ML,0.385,50,100,578.0,0.142,43.1
343395,04/06/2018 07:25:00,401211,4,80,W,ML,0.355,60,100,555.0,0.1009,45.7
343649,04/06/2018 07:25:00,401698,4,80,W,ML,0.62,50,0,1463.0,0.2483,36.6
345145,04/06/2018 07:25:00,405602,4,80,W,ML,0.385,50,100,513.0,0.1258,42.9
347246,04/06/2018 07:30:00,401211,4,80,W,ML,0.355,60,100,484.0,0.0842,46.2
347500,04/06/2018 07:30:00,401698,4,80,W,ML,0.62,50,0,1398.0,0.205,38.1
348996,04/06/2018 07:30:00,405602,4,80,W,ML,0.385,50,100,543.0,0.1268,43.8
351097,04/06/2018 07:35:00,401211,4,80,W,ML,0.355,60,100,556.0,0.0885,49.1
351351,04/06/2018 07:35:00,401698,4,80,W,ML,0.62,50,0,1442.0,0.2104,40.6
352847,04/06/2018 07:35:00,405602,4,80,W,ML,0.385,50,100,424.0,0.0937,45.8
354948,04/06/2018 07:40:00,401211,4,80,W,ML,0.355,60,100,489.0,0.0805,49.8
355202,04/06/2018 07:40:00,401698,4,80,W,ML,0.62,50,0,1377.0,0.1919,40.8
356698,04/06/2018 07:40:00,405602,4,80,W,ML,0.385,50,100,533.0,0.1195,46.3
358799,04/06/2018 07:45:00,401211,4,80,W,ML,0.355,60,100,390.0,0.0631,50.4
359053,04/06/2018 07:45:00,401698,4,80,W,ML,0.62,50,0,1198.0,0.1563,40.6
360549,04/06/2018 07:45:00,405602,4,80,W,ML,0.385,50,100,450.0,0.0934,48.3
362650,04/06/2018 07:50:00,401211,4,80,W,ML,0.355,60,100,395.0,0.066,49.8
