,timestamp,station,district,freeway,direction,laneType,length,numSamples,percentObs,flow,occupancy,speed
362904,04/06/2018 07:50:00,401698,4,80,W,ML,0.62,50,0,1238.0,0.16,40.4
364400,04/06/2018 07:50:00,405602,4,80,W,ML,0.385,50,100,566.0,0.1267,47.7
366501,04/06/2018 07:55:00,401211,4,80,W,ML,0.355,60,100,509.0,0.0945,47.5
366755,04/06/2018 07:55:00,401698,4,80,W,ML,0.62,50,0,1465.0,0.228,38.0
368251,04/06/2018 07:55:00,405602,4,80,W,ML,0.385,50,100,558.0,0.1193,48.5
370352,04/06/2018 08:00:00,401211,4,80,W,ML,0.355,60,100,504.0,0.0883,47.4
370606,04/06/2018 08:00:00,401698,4,80,W,ML,0.62,50,0,1381.0,0.2212,37.7
372102,04/06/2018 08:00:00,405602,4,80,W,ML,0.385,50,100,507.0,0.1071,49.3
374203,04/06/2018 08:05:00,401211,4,80,W,ML,0.355,60,100,452.0,0.0997,43.4
374457,04/06/2018 08:05:00,401698,4,80,W,ML,0.62,50,0,1423.0,0.2552,33.4
375953,04/06/2018 08:05:00,405602,4,80,W,ML,0.385,50,100,562.0,0.1169,49.9
378054,04/06/2018 08:10:00,401211,4,80,W,ML,0.355,60,100,480.0,0.0923,43.1
378308,04/06/2018 08:10:00,401698,4,80,W,ML,0.62,50,0,1418.0,0.2233,33.7
379804,04/06/2018 08:10:00,405602,4,80,W,ML,0.385,50,100,527.0,0.1374,45.0
381905,04/06/2018 08:15:00,401211,4,80,W,ML,0.355,60,100,445.0,0.0976,41.2
382159,04/06/2018 08:15:00,401698,4,80,W,ML,0.62,50,0,1401.0,0.2502,31.6
383655,04/06/2018 08:15:00,405602,4,80,W,ML,0.385,50,100,438.0,0.1038,44.5
385756,04/06/2018 08:20:00,401211,4,80,W,ML,0.355,60,100,417.0,0.0927,40.5
386010,04/06/2018 08:20:00,401698,4,80,W,ML,0.62,50,0,1380.0,0.2429,30.5
387506,04/06/2018 08:20:00,405602,4,80,W,ML,0.385,50,100,542.0,0.1428,42.7
389607,04/06/2018 08:25:00,401211,4,80,W,ML,0.355,60,100,393.0,0.1004,38.4
389861,04/06/2018 08:25:00,401698,4,80,W,ML,0.62,50,0,1272.0,0.2624,27.8
391357,04/06/2018 08:25:00,405602,4,80,W,ML,0.385,50,100,517.0,0.171,38.6
393458,04/06/2018 08:30:00,401211,4,80,W,ML,0.355,60,100,531.0,0.1431,35.6
393712,04/06/2018 08:30:00,401698,4,80,W,ML,0.62,50,0,1490.0,0.3706,26.1
395208,04/06/2018 08:30:00,405602,4,80,W,ML,0.385,50,100,501.0,0.1444,38.0
397309,04/06/2018 08:35:00,401211,4,80,W,ML,0.355,60,100,447.0,0.0925,37.6
397563,04/06/2018 08:35:00,401698,4,80,W,ML,0.62,50,0,1379.0,0.2283,28.0
399059,04/06/2018 08:35:00,405602,4,80,W,ML,0.385,50,100,574.0,0.1438,39.9
401160,04/06/2018 08:40:00,401211,4,80,W,ML,0.355,60,100,476.0,0.1525,34.6
401414,04/06/2018 08:40:00,401698,4,80,W,ML,0.62,50,0,1457.0,0.4046,23.5
402910,04/06/2018 08:40:00,405602,4,80,W,ML,0.385,50,100,482.0,0.1642,36.9
405011,04/06/2018 08:45:00,401211,4,80,W,ML,0.355,60,100,435.0,0.1257,33.6
405265,04/06/2018 08:45:00,401698,4,80,W,ML,0.62,50,0,1364.0,0.3285,22.7
406761,04/06/2018 08:45:00,405602,4,80,W,ML,0.385,50,100,461.0,0.1594,34.9
408862,04/06/2018 08:50:00,401211,4,80,W,ML,0.355,60,100,352.0,0.127,31.5
409116,04/06/2018 08:50:00,401698,4,80,W,ML,0.62,50,0,1149.0,0.3329,19.3
410612,04/06/2018 08:50:00,405602,4,80,W,ML,0.385,50,100,548.0,0.1846,33.2
412713,04/06/2018 08:55:00,401211,4,80,W,ML,0.355,60,100,524.0,0.1644,30.1
412967,04/06/2018 08:55:00,401698,4,80,W,ML,0.62,50,0,1492.0,0.4384,19.0
414463,04/06/2018 08:55:00,405602,4,80,W,ML,0.385,50,100,467.0,0.1771,32.3
416564,04/06/2018 09:00:00,401211,4,80,W,ML,0.355,60,100,487.0,0.1336,32.0
416818,04/06/2018 09:00:00,401698,4,80,W,ML,0.62,50,0,1436.0,0.355,20.9
418314,04/06/2018 09:00:00,405602,4,80,W,ML,0.385,50,100,484.0,0.1597,33.1
420415,04/06/2018 09:05:00,401211,4,80,W,ML,0.355,60,100,493.0,0.1289,33.1
420669,04/06/2018 09:05:00,401698,4,80,W,ML,0.62,50,0,1446.0,0.3324,22.5
422165,04/06/2018 09:05:00,405602,4,80,W,ML,0.385,50,100,495.0,0.1383,35.5
424266,04/06/2018 09:10:00,401211,4,80,W,ML,0.355,60,100,417.0,0.1133,33.8
424520,04/06/2018 09:10:00,401698,4,80,W,ML,0.62,50,0,1364.0,0.3149,23.6
426016,04/06/2018 09:10:00,405602,4,80,W,ML,0.385,50,100,360.0,0.0979,38.0
428117,04/06/2018 09:15:00,401211,4,80,W,ML,0.355,60,100,496.0,0.1394,34.0
428371,04/06/2018 09:15:00,401698,4,80,W,ML,0.62,50,0,1393.0,0.3721,24.1
429867,04/06/2018 09:15:00,405602,4,80,W,ML,0.385,50,100,467.0,0.1477,36.8
431968,04/06/2018 09:20:00,401211,4,80,W,ML,0.355,60,100,478.0,0.1038,36.9
432222,04/06/2018 09:20:00,401698,4,80,W,ML,0.62,50,0,1467.0,0.2597,25.9
433718,04/06/2018 09:20:00,405602,4,80,W,ML,0.385,50,100,484.0,0.1303,38.9
435819,04/06/2018 09:25:00,401211,4,80,W,ML,0.355,60,100,458.0,0.1079,37.7
436073,04/06/2018 09:25:00,401698,4,80,W,ML,0.62,50,0,1409.0,0.2847,26.7
437569,04/06/2018 09:25:00,405602,4,80,W,ML,0.385,50,100,481.0,0.1167,41.8
439670,04/06/2018 09:30:00,401211,4,80,W,ML,0.355,60,100,328.0,0.0694,39.3
439924,04/06/2018 09:30:00,401698,4,80,W,ML,0.62,50,0,1135.0,0.1813,28.5
441420,04/06/2018 09:30:00,405602,4,80,W,ML,0.385,50,100,433.0,0.0991,44.6
443521,04/06/2018 09:35:00,401211,4,80,W,ML,0.355,60,100,411.0,0.083,40.4
443775,04/06/2018 09:35:00,401698,4,80,W,ML,0.62,50,0,1298.0,0.2136,30.8
445271,04/06/2018 09:35:00,405602,4,80,W,ML,0.385,50,100,433.0,0.0961,46.4
447372,04/06/2018 09:40:00,401211,4,80,W,ML,0.355,60,100,401.0,0.0781,42.3
447626,04/06/2018 09:40:00,401698,4,80,W,ML,0.62,50,0,1272.0,0.2214,31.4
449122,04/06/2018 09:40:00,405602,4,80,W,ML,0.385,50,100,492.0,0.0948,51.3
451223,04/06/2018 09:45:00,401211,4,80,W,ML,0.355,60,100,483.0,0.0885,44.5
451477,04/06/2018 09:45:00,401698,4,80,W,ML,0.62,50,0,1404.0,0.2258,34.6
452973,04/06/2018 09:45:00,405602,4,80,W,ML,0.385,50,100,369.0,0.0791,50.9
455074,04/06/2018 09:50:00,401211,4,80,W,ML,0.355,60,100,387.0,0.0687,45.5
455328,04/06/2018 09:50:00,401698,4,80,W,ML,0.62,50,0,1227.0,0.1818,36.3
456824,04/06/2018 09:50:00,405602,4,80,W,ML,0.385,50,100,479.0,0.0984,51.2
458925,04/06/2018 09:55:00,401211,4,80,W,ML,0.355,60,100,447.0,0.0979,43.6
459179,04/06/2018 09:55:00,401698,4,80,W,ML,0.62,50,0,1386.0,0.2584,32.6
460675,04/06/2018 09:55:00,405602,4,80,W,ML,0.385,50,100,486.0,0.1329,46.3
462776,04/06/2018 10:00:00,401211,4,80,W,ML,0.355,60,100,562.0,0.1348,40.6
463030,04/06/2018 10:00:00,401698,4,80,W,ML,0.62,50,0,1478.0,0.3486,30.6
464526,04/06/2018 10:00:00,405602,4,80,W,ML,0.385,50,100,500.0,0.1028,49.7
466627,04/06/2018 10:05:00,401211,4,80,W,ML,0.355,60,100,384.0,0.114,36.4
466881,04/06/2018 10:05:00,401698,4,80,W,ML,0.62,50,0,1304.0,0.3043,25.5
468377,04/06/2018 10:05:00,405602,4,80,W,ML,0.385,50,100,457.0,0.1103,47.5
470478,04/06/2018 10:10:00,401211,4,80,W,ML,0.355,60,100,414.0,0.0983,36.2
470732,04/06/2018 10:10:00,401698,4,80,W,ML,0.62,50,0,1394.0,0.2461,25.7
472228,04/06/2018 10:10:00,405602,4,80,W,ML,0.385,50,100,466.0,0.1579,39.7
474329,04/06/2018 10:15:00,401211,4,80,W,ML,0.355,60,100,362.0,0.1052,33.8
474583,04/06/2018 10:15:00,401698,4,80,W,ML,0.62,50,0,1231.0,0.2603,22.9
476079,04/06/2018 10:15:00,405602,4,80,W,ML,0.385,50,100,415.0,0.1148,39.1
478180,04/06/2018 10:20:00,401211,4,80,W,ML,0.355,60,100,509.0,0.1112,36.5
478434,04/06/2018 10:20:00,401698,4,80,W,ML,0.62,50,0,1421.0,0.2824,26.2
479930,04/06/2018 10:20:00,405602,4,80,W,ML,0.385,50,100,383.0,0.0976,40.0
482031,04/06/2018 10:25:00,401211,4,80,W,ML,0.355,60,100,352.0,0.0634,40.9
482285,04/06/2018 10:25:00,401698,4,80,W,ML,0.62,50,0,1105.0,0.1641,32.3
483781,04/06/2018 10:25:00,405602,4,80,W,ML,0.385,50,100,520.0,0.1185,43.0
485882,04/06/2018 10:30:00,401211,4,80,W,ML,0.355,60,100,502.0,0.1029,41.3
486136,04/06/2018 10:30:00,401698,4,80,W,ML,0.62,50,0,1421.0,0.2599,32.0
487632,04/06/2018 10:30:00,405602,4,80,W,ML,0.385,50,100,414.0,0.0898,46.0
489733,04/06/2018 10:35:00,401211,4,80,W,ML,0.355,60,100,402.0,0.107,37.0
489987,04/06/2018 10:35:00,401698,4,80,W,ML,0.62,50,0,1355.0,0.2762,27.6
491483,04/06/2018 10:35:00,405602,4,80,W,ML,0.385,50,100,573.0,0.1313,46.2
493584,04/06/2018 10:40:00,401211,4,80,W,ML,0.355,60,100,385.0,0.1343,32.3
493838,04/06/2018 10:40:00,401698,4,80,W,ML,0.62,50,0,1298.0,0.3514,24.2
495334,04/06/2018 10:40:00,405602,4,80,W,ML,0.385,50,100,338.0,0.1122,39.2
497435,04/06/2018 10:45:00,401211,4,80,W,ML,0.355,60,100,374.0,0.1399,31.0
497689,04/06/2018 10:45:00,401698,4,80,W,ML,0.62,50,0,1241.0,0.3375,21.0
499185,04/06/2018 10:45:00,405602,4,80,W,ML,0.385,50,100,493.0,0.1652,36.0
501286,04/06/2018 10:50:00,401211,4,80,W,ML,0.355,60,100,511.0,0.154,30.1
501540,04/06/2018 10:50:00,401698,4,80,W,ML,0.62,50,0,1470.0,0.3882,20.7
503036,04/06/2018 10:50:00,405602,4,80,W,ML,0.385,50,100,398.0,0.1353,33.8
505137,04/06/2018 10:55:00,401211,4,80,W,ML,0.355,60,100,204.0,0.067,29.9
505391,04/06/2018 10:55:00,401698,4,80,W,ML,0.62,50,0,736.0,0.1808,20.3
506887,04/06/2018 10:55:00,405602,4,80,W,ML,0.385,50,100,462.0,0.1475,33.2
508988,04/06/2018 11:00:00,401211,4,80,W,ML,0.355,60,100,447.0,0.1577,29.3
509242,04/06/2018 11:00:00,401698,4,80,W,ML,0.62,50,0,1428.0,0.385,20.0
510738,04/06/2018 11:00:00,405602,4,80,W,ML,0.385,50,100,422.0,0.1442,32.1
512839,04/06/2018 11:05:00,401211,4,80,W,ML,0.355,60,100,523.0,0.1515,29.7
513093,04/06/2018 11:05:00,401698,4,80,W,ML,0.62,50,0,1497.0,0.368,20.7
514589,04/06/2018 11:05:00,405602,4,80,W,ML,0.385,50,100,446.0,0.1549,31.4
516690,04/06/2018 11:10:00,401211,4,80,W,ML,0.355,60,100,489.0,0.1821,28.4
516944,04/06/2018 11:10:00,401698,4,80,W,ML,0.62,50,0,1456.0,0.4504,19.0
518440,04/06/2018 11:10:00,405602,4,80,W,ML,0.385,50,100,390.0,0.1445,30.3
520541,04/06/2018 11:15:00,401211,4,80,W,ML,0.355,60,100,408.0,0.1731,27.5
520795,04/06/2018 11:15:00,401698,4,80,W,ML,0.62,50,0,1366.0,0.4363,18.2
522291,04/06/2018 11:15:00,405602,4,80,W,ML,0.385,50,100,458.0,0.1937,28.5
524392,04/06/2018 11:20:00,401211,4,80,W,ML,0.355,60,100,482.0,0.1821,27.2
524646,04/06/2018 11:20:00,401698,4,80,W,ML,0.62,50,0,1468.0,0.4579,17.2
526142,04/06/2018 11:20:00,405602,4,80,W,ML,0.385,50,100,431.0,0.2283,24.8
528243,04/06/2018 11:25:00,401211,4,80,W,ML,0.355,60,100,443.0,0.1724,26.7
528497,04/06/2018 11:25:00,401698,4,80,W,ML,0.62,50,0,1424.0,0.3857,17.6
529993,04/06/2018 11:25:00,405602,4,80,W,ML,0.385,50,100,483.0,0.1944,25.9
532094,04/06/2018 11:30:00,401211,4,80,W,ML,0.355,60,100,257.0,0.0878,26.8
532348,04/06/2018 11:30:00,401698,4,80,W,ML,0.62,50,0,885.0,0.2265,17.6
533844,04/06/2018 11:30:00,405602,4,80,W,ML,0.385,50,100,341.0,0.1307,27.1
535945,04/06/2018 11:35:00,401211,4,80,W,ML,0.355,60,100,326.0,0.0801,30.2
536199,04/06/2018 11:35:00,401698,4,80,W,ML,0.62,50,0,1202.0,0.2267,22.7
537695,04/06/2018 11:35:00,405602,4,80,W,ML,0.385,50,100,234.0,0.2537,23.1
539796,04/06/2018 11:40:00,401211,4,80,W,ML,0.355,60,100,211.0,0.0369,40.1
540050,04/06/2018 11:40:00,401698,4,80,W,ML,0.62,50,0,800.0,0.1018,31.3
541546,04/06/2018 11:40:00,405602,4,80,W,ML,0.385,50,100,220.0,0.2898,17.8
543647,04/06/2018 11:45:00,401211,4,80,W,ML,0.355,60,100,0.0,0.0,46.2
543901,04/06/2018 11:45:00,401698,4,80,W,ML,0.62,50,0,68.0,0.0096,29.0
545397,04/06/2018 11:45:00,405602,4,80,W,ML,0.385,38,100,195.0,0.4621,9.9
547498,04/06/2018 11:50:00,401211,4,80,W,ML,0.355,60,100,307.0,0.0743,39.4
547752,04/06/2018 11:50:00,401698,4,80,W,ML,0.62,50,0,1116.0,0.1818,30.1
549248,04/06/2018 11:50:00,405602,4,80,W,ML,0.385,38,100,391.0,0.297,11.8
551349,04/06/2018 11:55:00,401211,4,80,W,ML,0.355,60,100,273.0,0.1114,31.3
551603,04/06/2018 11:55:00,401698,4,80,W,ML,0.62,50,0,1011.0,0.2874,23.2
553099,04/06/2018 11:55:00,405602,4,80,W,ML,0.385,50,100,457.0,0.2038,18.0
555200,04/06/2018 12:00:00,401211,4,80,W,ML,0.355,60,100,425.0,0.1746,28.9
555454,04/06/2018 12:00:00,401698,4,80,W,ML,0.62,50,0,1315.0,0.4167,18.3
556950,04/06/2018 12:00:00,405602,4,80,W,ML,0.385,50,100,361.0,0.2043,19.9
559051,04/06/2018 12:05:00,401211,4,80,W,ML,0.355,60,100,341.0,0.1747,25.7
559305,04/06/2018 12:05:00,401698,4,80,W,ML,0.62,50,0,1151.0,0.3966,18.9
560801,04/06/2018 12:05:00,405602,4,80,W,ML,0.385,50,100,374.0,0.2193,19.3
562902,04/06/2018 12:10:00,401211,4,80,W,ML,0.355,60,100,369.0,0.1848,22.4
563156,04/06/2018 12:10:00,401698,4,80,W,ML,0.62,50,0,1248.0,0.4704,16.9
564652,04/06/2018 12:10:00,405602,4,80,W,ML,0.385,50,100,309.0,0.2328,17.0
566753,04/06/2018 12:15:00,401211,4,80,W,ML,0.355,60,100,448.0,0.24600000000000002,22.3
567007,04/06/2018 12:15:00,401698,4,80,W,ML,0.62,50,0,1407.0,0.5438,15.6
568503,04/06/2018 12:15:00,405602,4,80,W,ML,0.385,50,100,417.0,0.2291,18.7
570604,04/06/2018 12:20:00,401211,4,80,W,ML,0.355,60,100,431.0,0.1894,22.2
570858,04/06/2018 12:20:00,401698,4,80,W,ML,0.62,50,0,1412.0,0.4144,17.6
572354,04/06/2018 12:20:00,405602,4,80,W,ML,0.385,50,100,441.0,0.2675,18.4
574455,04/06/2018 12:25:00,401211,4,80,W,ML,0.355,60,100,413.0,0.2284,23.0
574709,04/06/2018 12:25:00,401698,4,80,W,ML,0.62,50,0,1270.0,0.4848,17.8
576205,04/06/2018 12:25:00,405602,4,80,W,ML,0.385,50,100,423.0,0.2478,18.6
578306,04/06/2018 12:30:00,401211,4,80,W,ML,0.355,60,100,442.0,0.1808,23.1
578560,04/06/2018 12:30:00,401698,4,80,W,ML,0.62,50,0,1434.0,0.4,18.4
580056,04/06/2018 12:30:00,405602,4,80,W,ML,0.385,50,100,459.0,0.2601,19.1
582157,04/06/2018 12:35:00,401211,4,80,W,ML,0.355,60,100,390.0,0.1757,23.4
582411,04/06/2018 12:35:00,401698,4,80,W,ML,0.62,50,0,1290.0,0.402,17.8
583907,04/06/2018 12:35:00,405602,4,80,W,ML,0.385,50,100,369.0,0.2031,20.2
586008,04/06/2018 12:40:00,401211,4,80,W,ML,0.355,60,100,351.0,0.2057,21.6
586262,04/06/2018 12:40:00,401698,4,80,W,ML,0.62,50,0,1162.0,0.4888,16.0
587758,04/06/2018 12:40:00,405602,4,80,W,ML,0.385,50,100,341.0,0.2589,18.0
589859,04/06/2018 12:45:00,401211,4,80,W,ML,0.355,60,100,349.0,0.2155,19.9
590113,04/06/2018 12:45:00,401698,4,80,W,ML,0.62,50,0,1153.0,0.5242,13.3
591609,04/06/2018 12:45:00,405602,4,80,W,ML,0.385,50,100,366.0,0.2298,17.8
593710,04/06/2018 12:50:00,401211,4,80,W,ML,0.355,60,100,421.0,0.1848,19.9
593964,04/06/2018 12:50:00,401698,4,80,W,ML,0.62,50,0,1395.0,0.4469,13.1
595460,04/06/2018 12:50:00,405602,4,80,W,ML,0.385,50,100,312.0,0.2244,17.6
597561,04/06/2018 12:55:00,401211,4,80,W,ML,0.355,60,100,486.0,0.2192,22.6
597815,04/06/2018 12:55:00,401698,4,80,W,ML,0.62,50,0,1423.0,0.5337,13.9
599311,04/06/2018 12:55:00,405602,4,80,W,ML,0.385,50,100,396.0,0.1932,20.1
601412,04/06/2018 13:00:00,401211,4,80,W,ML,0.355,60,100,384.0,0.2445,21.5
601666,04/06/2018 13:00:00,401698,4,80,W,ML,0.62,50,0,1233.0,0.5803,12.7
603162,04/06/2018 13:00:00,405602,4,80,W,ML,0.385,50,100,461.0,0.2419,20.8
605263,04/06/2018 13:05:00,401211,4,80,W,ML,0.355,60,100,338.0,0.1513,21.7
605517,04/06/2018 13:05:00,401698,4,80,W,ML,0.62,50,0,1120.0,0.3457,12.7
607013,04/06/2018 13:05:00,405602,4,80,W,ML,0.385,50,100,366.0,0.2159,20.4
609114,04/06/2018 13:10:00,401211,4,80,W,ML,0.355,60,100,445.0,0.1731,23.6
609368,04/06/2018 13:10:00,401698,4,80,W,ML,0.62,50,0,1355.0,0.4226,13.5
610864,04/06/2018 13:10:00,405602,4,80,W,ML,0.385,50,100,461.0,0.2631,20.4
612965,04/06/2018 13:15:00,401211,4,80,W,ML,0.355,60,100,410.0,0.2058,23.1
613219,04/06/2018 13:15:00,401698,4,80,W,ML,0.62,50,0,1296.0,0.5382,13.6
614715,04/06/2018 13:15:00,405602,4,80,W,ML,0.385,50,100,461.0,0.235,21.4
616816,04/06/2018 13:20:00,401211,4,80,W,ML,0.355,60,100,439.0,0.2095,22.4
617070,04/06/2018 13:20:00,401698,4,80,W,ML,0.62,50,0,1382.0,0.5078,14.3
618566,04/06/2018 13:20:00,405602,4,80,W,ML,0.385,50,100,428.0,0.2709,21.1
620667,04/06/2018 13:25:00,401211,4,80,W,ML,0.355,60,100,253.0,0.1653,20.4
620921,04/06/2018 13:25:00,401698,4,80,W,ML,0.62,50,0,893.0,0.3692,11.7
622417,04/06/2018 13:25:00,405602,4,80,W,ML,0.385,50,100,443.0,0.2416,21.5
624518,04/06/2018 13:30:00,401211,4,80,W,ML,0.355,60,100,360.0,0.1221,22.7
624772,04/06/2018 13:30:00,401698,4,80,W,ML,0.62,50,0,1296.0,0.2749,14.9
626268,04/06/2018 13:30:00,405602,4,80,W,ML,0.385,50,100,397.0,0.2271,20.5
628369,04/06/2018 13:35:00,401211,4,80,W,ML,0.355,60,100,430.0,0.1952,23.8
628623,04/06/2018 13:35:00,401698,4,80,W,ML,0.62,50,0,1345.0,0.4836,14.6
630119,04/06/2018 13:35:00,405602,4,80,W,ML,0.385,50,100,442.0,0.2085,22.1
632220,04/06/2018 13:40:00,401211,4,80,W,ML,0.355,60,100,432.0,0.2957,19.2
632474,04/06/2018 13:40:00,401698,4,80,W,ML,0.62,50,0,1117.0,0.4332,14.1
633970,04/06/2018 13:40:00,405602,4,80,W,ML,0.385,50,100,435.0,0.2542,21.9
636071,04/06/2018 13:45:00,401211,4,80,W,ML,0.355,60,100,360.0,0.1983,20.6
636325,04/06/2018 13:45:00,401698,4,80,W,ML,0.62,50,0,1157.0,0.4647,11.8
637821,04/06/2018 13:45:00,405602,4,80,W,ML,0.385,50,100,399.0,0.22,21.7
639922,04/06/2018 13:50:00,401211,4,80,W,ML,0.355,60,100,422.0,0.1906,21.7
640176,04/06/2018 13:50:00,401698,4,80,W,ML,0.62,50,0,1329.0,0.5017,13.8
641672,04/06/2018 13:50:00,405602,4,80,W,ML,0.385,50,100,413.0,0.1994,22.5
643773,04/06/2018 13:55:00,401211,4,80,W,ML,0.355,60,100,473.0,0.2157,22.6
644027,04/06/2018 13:55:00,401698,4,80,W,ML,0.62,50,0,1391.0,0.5231,13.9
645523,04/06/2018 13:55:00,405602,4,80,W,ML,0.385,50,100,413.0,0.2013,23.2
647624,04/06/2018 14:00:00,401211,4,80,W,ML,0.355,48,100,375.0,0.1767,22.1
647878,04/06/2018 14:00:00,401698,4,80,W,ML,0.62,40,0,1205.0,0.4225,14.7
649374,04/06/2018 14:00:00,405602,4,80,W,ML,0.385,40,100,421.0,0.2145,23.2
651475,04/06/2018 14:05:00,401211,4,80,W,ML,0.355,48,100,367.0,0.1654,23.5
651729,04/06/2018 14:05:00,401698,4,80,W,ML,0.62,50,0,1272.0,0.4666,15.5
653225,04/06/2018 14:05:00,405602,4,80,W,ML,0.385,50,100,390.0,0.2217,22.2
655326,04/06/2018 14:10:00,401211,4,80,W,ML,0.355,60,100,463.0,0.1815,25.8
655580,04/06/2018 14:10:00,401698,4,80,W,ML,0.62,50,0,1381.0,0.478,15.7
657076,04/06/2018 14:10:00,405602,4,80,W,ML,0.385,50,100,390.0,0.2239,22.8
659177,04/06/2018 14:15:00,401211,4,80,W,ML,0.355,60,100,290.0,0.1307,26.3
659431,04/06/2018 14:15:00,401698,4,80,W,ML,0.62,50,0,963.0,0.3475,14.1
660927,04/06/2018 14:15:00,405602,4,80,W,ML,0.385,50,100,441.0,0.2244,22.9
663028,04/06/2018 14:20:00,401211,4,80,W,ML,0.355,60,100,414.0,0.1723,24.7
663282,04/06/2018 14:20:00,401698,4,80,W,ML,0.62,50,0,1342.0,0.4199,15.8
664778,04/06/2018 14:20:00,405602,4,80,W,ML,0.385,50,100,465.0,0.23600000000000002,23.1
666879,04/06/2018 14:25:00,401211,4,80,W,ML,0.355,60,100,415.0,0.2089,23.1
667133,04/06/2018 14:25:00,401698,4,80,W,ML,0.62,50,0,1307.0,0.4794,14.4
668629,04/06/2018 14:25:00,405602,4,80,W,ML,0.385,50,100,360.0,0.1929,22.8
670730,04/06/2018 14:30:00,401211,4,80,W,ML,0.355,60,100,375.0,0.1537,24.3
670984,04/06/2018 14:30:00,401698,4,80,W,ML,0.62,50,0,1219.0,0.4016,15.7
672480,04/06/2018 14:30:00,405602,4,80,W,ML,0.385,50,100,429.0,0.2049,23.7
674581,04/06/2018 14:35:00,401211,4,80,W,ML,0.355,60,100,456.0,0.1807,24.7
674835,04/06/2018 14:35:00,401698,4,80,W,ML,0.62,50,0,1340.0,0.4391,17.2
676331,04/06/2018 14:35:00,405602,4,80,W,ML,0.385,50,100,445.0,0.2071,24.6
678432,04/06/2018 14:40:00,401211,4,80,W,ML,0.355,60,100,414.0,0.15,26.5
678686,04/06/2018 14:40:00,401698,4,80,W,ML,0.62,50,0,1322.0,0.3933,17.0
680182,04/06/2018 14:40:00,405602,4,80,W,ML,0.385,50,100,333.0,0.1826,23.4
682283,04/06/2018 14:45:00,401211,4,80,W,ML,0.355,60,100,385.0,0.1021,30.1
682537,04/06/2018 14:45:00,401698,4,80,W,ML,0.62,50,0,1316.0,0.1916,24.3
684033,04/06/2018 14:45:00,405602,4,80,W,ML,0.385,50,100,410.0,0.2994,21.0
686134,04/06/2018 14:50:00,401211,4,80,W,ML,0.355,60,100,258.0,0.0479,37.5
686388,04/06/2018 14:50:00,401698,4,80,W,ML,0.62,50,0,908.0,0.114,31.3
687884,04/06/2018 14:50:00,405602,4,80,W,ML,0.385,50,100,367.0,0.2637,19.9
689985,04/06/2018 14:55:00,401211,4,80,W,ML,0.355,42,100,392.0,0.0651,43.2
690239,04/06/2018 14:55:00,401698,4,80,W,ML,0.62,30,0,1222.0,0.1355,36.9
691735,04/06/2018 14:55:00,405602,4,80,W,ML,0.385,35,100,281.0,0.2212,19.2
693836,04/06/2018 15:00:00,401211,4,80,W,ML,0.355,0,0,522.0,0.2244,22.3
694090,04/06/2018 15:00:00,401698,4,80,W,ML,0.62,0,0,551.0,0.0982,62.5
695586,04/06/2018 15:00:00,405602,4,80,W,ML,0.385,0,0,505.0,0.2082,26.1
697687,04/06/2018 15:05:00,401211,4,80,W,ML,0.355,0,0,499.0,0.2251,21.8
697941,04/06/2018 15:05:00,401698,4,80,W,ML,0.62,0,0,545.0,0.0996,62.3
699437,04/06/2018 15:05:00,405602,4,80,W,ML,0.385,0,0,535.0,0.2142,25.8
701538,04/06/2018 15:10:00,401211,4,80,W,ML,0.355,0,0,481.0,0.2025,22.5
701792,04/06/2018 15:10:00,401698,4,80,W,ML,0.62,0,0,551.0,0.1024,61.9
703288,04/06/2018 15:10:00,405602,4,80,W,ML,0.385,0,0,469.0,0.1883,27.6
705389,04/06/2018 15:15:00,401211,4,80,W,ML,0.355,0,0,500.0,0.2013,24.0
705643,04/06/2018 15:15:00,401698,4,80,W,ML,0.62,0,0,556.0,0.1035,61.9
707139,04/06/2018 15:15:00,405602,4,80,W,ML,0.385,0,0,463.0,0.2041,27.9
709240,04/06/2018 15:20:00,401211,4,80,W,ML,0.355,0,0,471.0,0.2152,22.4
709494,04/06/2018 15:20:00,401698,4,80,W,ML,0.62,0,0,565.0,0.1064,61.8
710990,04/06/2018 15:20:00,405602,4,80,W,ML,0.385,0,0,439.0,0.1955,28.3
713091,04/06/2018 15:25:00,401211,4,80,W,ML,0.355,0,0,452.0,0.1559,24.1
713345,04/06/2018 15:25:00,401698,4,80,W,ML,0.62,0,0,557.0,0.1062,61.6
714841,04/06/2018 15:25:00,405602,4,80,W,ML,0.385,0,0,481.0,0.1983,28.5
716942,04/06/2018 15:30:00,401211,4,80,W,ML,0.355,0,0,485.0,0.2057,24.7
717196,04/06/2018 15:30:00,401698,4,80,W,ML,0.62,0,0,552.0,0.1035,61.2
718692,04/06/2018 15:30:00,405602,4,80,W,ML,0.385,0,0,513.0,0.1955,30.5
720793,04/06/2018 15:35:00,401211,4,80,W,ML,0.355,0,0,389.0,0.1977,21.8
721047,04/06/2018 15:35:00,401698,4,80,W,ML,0.62,0,0,556.0,0.1069,60.9
722543,04/06/2018 15:35:00,405602,4,80,W,ML,0.385,0,0,454.0,0.195,29.4
724644,04/06/2018 15:40:00,401211,4,80,W,ML,0.355,30,100,504.0,0.2346,22.8
724898,04/06/2018 15:40:00,401698,4,80,W,ML,0.62,25,0,1468.0,0.4692,15.6
